key	keyword	definition	description	source
Native name	native	"Jus soli ; meaning ""right of soil""), commonly referred to as birthright citizenship in Canada and the United States, is the right of anyone born in the territory of a state to nationality or citizenship"	right of anyone born in the territory of a state to nationality or citizenship	wikipedia
Native name	native	characteristic of or existing by virtue of geographic origin	native	wordnet
Native name	native	a person born in a specified place or associated with a place by birth, whether subsequently resident there or not.	NA	owlbot
Native name	native	A native is a person	NA	GenericsKB
Type	type	Categorization is an activity that consists of putting things into categories based on their similarities or common criteria	cognitive process in which ideas and objects are recognized, differentiated, and understood	wikipedia
Type	type	(biology) the taxonomic group whose characteristics are used to define the next higher taxon	type	wordnet
Type	type	a design on either side of a medal or coin.	NA	owlbot
Type	type	A type is a kind	NA	GenericsKB
System	system	A system is a group of interacting or interrelated entities that form a unified whole. A system is described by its spatial and temporal boundaries, surrounded and influenced by its environment, described by its structure and purpose and expressed in its functioning. Systems are the subjects of study of systems theory.	set of interacting or interdependent components	wikipedia
System	system	a group of physiologically or anatomically related organs or parts	system	wordnet
System	system	a set of things working together as parts of a mechanism or an interconnecting network; a complex whole.	NA	owlbot
System	system	A system is instrumentation	NA	GenericsKB
Status	status	A city is a large human settlement	large permanent human settlement	wikipedia
Status	status	a state at a particular time	condition, status	wordnet
Status	status	the situation at a particular time during a process.	NA	owlbot
Status	status	Status affects metabolism	NA	GenericsKB
Termini	termini	Roma Termini is the main railway station of Rome, Italy	Italian railway station	wikipedia
Termini	termini	either end of a railroad or bus route	terminus	wordnet
Stations	stations	A bus station is a structure where city or intercity buses stop to pick up and drop off passengers	structure, larger than a bus stop, where city or intercity buses stop to pick up and drop off passengers	wikipedia
Stations	stations	(Roman Catholic Church) a devotion consisting of fourteen prayers said before a series of fourteen pictures or carvings representing successive incidents during Jesus' passage from Pilate's house to his crucifixion at Calvary	Stations, Stations_of_the_Cross	wordnet
Stations	stations	a place or building where a specified activity or service is based.	NA	owlbot
Stations	station	Stations are located in subways	NA	GenericsKB
