key	keyword	definition	description	source
Median Empire	median empire	"The Medes were an ancient Iranian people who spoke the Median language and who inhabited an area known as Media between western and northern Iran. Late 9th to early 7th centuries BC, the region of Media was bounded by the Zagros Mountains to its west, to its south by the Garrin Mountain in Lorestan Province, to its northwest by the Qaflankuh Mountains in Zanjan Province, and to its east by the Dasht-e Kavir desert. Its neighbors were the kingdoms of Gizilbunda and Mannea in the northwest, and Ellipi and Elam in the south. In the 8th century BC, Media's tribes came together to form the Median Kingdom , which became a Neo-Assyrian vassal. Between 616 and 609 BC, King Cyaxares allied with King Nabopolassar of the Neo-Babylonian Empire and destroyed the Neo-Assyrian Empire, after which the Median Empire stretched across the Iranian Plateau as far as Anatolia. Its precise geographical extent remains unknown. A few archaeological sites and textual sources provide a brief documentation of the history and culture of the Median state. Apart from a few personal names, the language of the Medes is unknown. The Medes had an ancient Iranian religion with a priesthood named as ""Magi"". Later, during the reigns of the last Median kings, the reforms of Zoroaster spread into western Iran."	ancient iranian people	wikipedia
Median Empire	median	relating to or constituting the middle value of an ordered set of values (or the average of the middle two in a set with an even number of values)	median, average	wordnet
Median Empire	empire	a group of diverse companies under common ownership and run as a single organization	conglomerate, empire	wordnet
Median Empire	median	Medians are hard on plants and trees, especially in the establishment period	NA	GenericsKB
Median Empire	empire	Empire is a slow cumulative process of corruption	NA	GenericsKB
Archemenid Empire	empire	An empire is a sovereign state functioning as an aggregate of lands and peoples that are ruled over by an emperor-like monarch or oligarchy. The territory and population of an empire is commonly of greater extent. History's largest empires, such as the Roman, British and Mongol empires, were typically characterized by the conquest, colonization, plunder, and subordination of often large numbers of territories, kingdoms, ethnicities, and nations, for the benefit of the empire's central rulers and economic elites. States can be empires either by narrow definition through having an emperor and being named as such, or by broad definition as stated above being an aggregated realm under a supreme authority. An empire can be made solely of contiguous territories, such as the Austro- Hungarian Empire or the Russian Empire, or of territories far remote from the homeland, such as a colonial empire. Aside from the more formal usage, the word empire can also refer colloquially to a large-scale business enterprise , a political organisation controlled by a single individual , or a group . The word empire is associated with such other words as imperialism , colonialism , and globalization , with imperialism being a specific form of rule and not necessarily the policy of a state headed by an emperor or empress. Empire is often used to describe a displeasure to overpowering situations. There are two main ways to establishe and maintain an imperial political structure: as a territorial empire of direct conquest and control with force or as a coercive, hegemonic empire of indirect conquest and control with power. The former method provides greater tribute and direct political control, yet limits further expansion because it absorbs military forces to fixed garrisons. The latter method provides less tribute and indirect control, but avails military forces for further expansion. Territorial empires tend to be contiguous areas. The term, on occasion, has been applied to maritime republics or thalassocracies with looser structures and more scattered territories. Empires like the Holy Roman Empire can also come together by electing the emperor with votes from member realms.	geographically extensive group of states and peoples united and ruled either by a central authority or a central figure	wikipedia
Archemenid Empire	archemenid			wordnet
Archemenid Empire	empire	a group of countries under a single authority	empire	wordnet
Archemenid Empire	empire	Empire is a slow cumulative process of corruption	NA	GenericsKB
Parthian Empire	parthian empire	"The Parthian Empire , also known as the Arsacid Empire , was a major Iranian political and cultural power in ancient Iran. Its latter name comes from Arsaces I who, as leader of the Parni tribe, founded it in the mid-3rd century BC when he conquered the region of Parthia in Iran's northeast, then a satrapy under Andragoras, in rebellion against the Seleucid Empire. Mithridates I greatly expanded the empire by seizing Media and Mesopotamia from the Seleucids. At its height, the Parthian Empire stretched from the northern reaches of the Euphrates, in what is now central-eastern Turkey, to eastern Iran. The empire, located on the Silk Road trade route between the Roman Empire in the Mediterranean Basin and the Han dynasty of China, became a center of trade and commerce. The Parthians largely adopted the art, architecture, religious beliefs, and royal insignia of their culturally heterogeneous empire, which encompassed Persian, Hellenistic, and regional cultures. For about the first half of its existence, the Arsacid court adopted elements of Greek culture, though it eventually saw a gradual revival of Iranian traditions. The Arsacid rulers were titled the ""King of Kings"", as a claim to be the heirs to the Achaemenid Empire; indeed, they accepted many local kings as vassals where the Achaemenids would have had centrally appointed, albeit largely autonomous, satraps. The court did appoint a small number of satraps, largely outside Iran, but these satrapies were smaller and less powerful than the Achaemenid potentates. With the expansion of Arsacid power, the seat of central government shifted from Nisa to Ctesiphon along the Tigris , although several other sites also served as capitals. The earliest enemies of the Parthians were the Seleucids in the west and the Scythians in the north. However, as Parthia expanded westward, they came into conflict with the Kingdom of Armenia, and eventually the late Roman Republic. Rome and Parthia competed with each other to establish the kings of Armenia as their subordinate clients. The Parthians soundly defeated Marcus Licinius Crassus at the Battle of Carrhae in 53 BC, and in 40–39 BC, Parthian forces captured the whole of the Levant except Tyre from the Romans. However, Mark Antony led a counterattack against Parthia, although his successes were generally achieved in his absence, under the leadership of his lieutenant Ventidius. Various Roman emperors or their appointed generals invaded Mesopotamia in the course of the ensuing Roman–Parthian Wars of the next few centuries. The Romans captured the cities of Seleucia and Ctesiphon on multiple occasions during these conflicts, but were never able to hold on to them. Frequent civil wars between Parthian contenders to the throne proved more dangerous to the Empire's stability than foreign invasion, and Parthian power evaporated when Ardashir I, ruler of Istakhr in Persis, revolted against the Arsacids and killed their last ruler, Artabanus IV, in 224 AD. Ardashir established the Sasanian Empire, which ruled Iran and much of the Near East until the Muslim conquests of the 7th century AD, although the Arsacid dynasty lived on through the Arsacid Dynasty of Armenia, the Arsacid dynasty of Iberia, and the Arsacid Dynasty of Caucasian Albania; all eponymous branches of the Parthian Arsacids. Native Parthian sources, written in Parthian, Greek and other languages, are scarce when compared to Sasanian and even earlier Achaemenid sources. Aside from scattered cuneiform tablets, fragmentary ostraca, rock inscriptions, drachma coins, and the chance survival of some parchment documents, much of Parthian history is only known through external sources. These include mainly Greek and Roman histories, but also Chinese histories, prompted by the Han Chinese desire to form alliances against the Xiongnu. Parthian artwork is viewed by historians as a valid source for understanding aspects of society and culture that are otherwise absent in textual sources."	major Iranian political and cultural empire (247 BC - 224 AD)	wikipedia
