key	keyword	definition	description	source
Namesake:	namesake	A namesake is a person, geographic location, building or other entity that has the same name as another or that is named after another entity that first had the name. An entity after whom something was named is also called an eponym.	progenitor of a given use of a name	wikipedia
Namesake:	namesake	a person with the same name as another	namesake	wordnet
Namesake:	namesake	a person or thing that has the same name as another.	NA	owlbot
Namesake:	namesake	A namesake is a person	NA	GenericsKB
Builder:	builder	The Hockey Hall of Fame is a hall of fame and museum dedicated to the history of ice hockey	Wikimedia list article	wikipedia
Builder:	builder	someone who contracts for and supervises construction (as of a building)	builder, constructor	wordnet
Builder:	builder	a person who constructs something by putting parts or material together.	NA	owlbot
Builder:	builder	Builder is a somebody	NA	GenericsKB
Laid down:	laid down	"Laying the keel or laying down is the formal recognition of the start of a ship's construction. It is often marked with a ceremony attended by dignitaries from the shipbuilding company and the ultimate owners of the ship. Keel laying is one of the four specially celebrated events in the life of a ship; the others are launching, commissioning, and decommissioning. In earlier times, the event recognized as the keel laying was the initial placement of the central timber making up the backbone of a vessel, called the keel. As steel ships replaced wooden ones, the central timber gave way to a central steel beam. Modern ships are now largely built in a series of pre-fabricated, complete hull sections rather than being built around a single keel. The event recognized as the keel laying is the first joining of modular components, or the lowering of the first module into place in the building dock. It is now often called ""keel authentication"", and is the ceremonial beginning of the ship's life, although some modules may have been started months before that stage of construction."	formal recognition of the start of a ship's construction	wikipedia
Laid down:	laid	lay eggs	lay	wordnet
Laid down:	lay	A lay is a song	NA	GenericsKB
Launched:	launched	Air launching is the practice of releasing a rocket, missile, parasite aircraft or other aircraft payload from a mother ship or launch aircraft	launch rockets etc. from aircraft	wikipedia
Launched:	launched	launch for the first time; launch on a maiden voyage	launch	wordnet
Launched:	launched	set (a boat) in motion by pushing it or allowing it to roll into the water.	NA	owlbot
Launched:	launched	Launcheds are albums	NA	GenericsKB
Fate:	fate	Destiny , sometimes referred to as fate , is a predetermined course of events. It may be conceived as a predetermined future, whether in general or of an individual.	predetermined course of events	wikipedia
