key	keyword	definition	description	source
Status	status	A city is a large human settlement	large permanent human settlement	wikipedia
Status	status	the relative position or standing of things or especially persons in a society	status, position	wordnet
Status	status	relative social or professional position; standing.	NA	owlbot
Status	status	Status affects metabolism	NA	GenericsKB
Capital	capital	Paytakht is a popular Iranian TV series portraying the life a Mazandarani family	Iranian TV comedy series	wikipedia
Capital	capital	wealth in the form of money or property owned by a person or business and human resources of economic value	capital	wordnet
Capital	capital	the city or town that functions as the seat of government and administrative centre of a country or region.	NA	owlbot
Capital	capital	Capital also means wealth	NA	GenericsKB
Common languages	common language	A lingua franca ; lit. 'Frankish tongue'; for plurals see § Usage notes), also known as a bridge language , common language , trade language , auxiliary language , vehicular language , or link language , is a language or dialect systematically used to make communication possible between groups of people who do not share a native language or dialect, particularly when it is a third language that is distinct from both of the speakers' native languages. Lingua francas have developed around the world throughout human history, sometimes for commercial reasons , but also for cultural, religious, diplomatic and administrative convenience, and as a means of exchanging information between scientists and other scholars of different nationalities. The term is taken from the medieval Mediterranean Lingua Franca, a Romance-based pidgin language used as a lingua franca in the Mediterranean Basin from the 11th to the 19th century. A world language – a language spoken internationally and by many people – is a language that may function as a global lingua franca. *: literal translation	languages used to facilitate trade between groups without a common native language	wikipedia
Common languages	common	commonly encountered	common, usual	wordnet
Common languages	languages	a system of words used to name things in a particular discipline	terminology, nomenclature, language	wordnet
Common languages	common	Commons has media related to Animal camouflage	NA	GenericsKB
Common languages	language	Language aids people in adjusting as their culture changes	NA	GenericsKB
Religion	religion	"Religion is a social-cultural system of designated behaviors and practices, morals, worldviews, texts, sanctified places, prophecies, ethics, or organizations, that relates humanity to supernatural, transcendental, or spiritual elements. However, there is no scholarly consensus over what precisely constitutes a religion. Different religions may or may not contain various elements ranging from the divine, sacred things, faith, a supernatural being or supernatural beings or ""some sort of ultimacy and transcendence that will provide norms and power for the rest of life"". Religious practices may include rituals, sermons, commemoration or veneration , sacrifices, festivals, feasts, trances, initiations, funerary services, matrimonial services, meditation, prayer, music, art, dance, public service, or other aspects of human culture. Religions have sacred histories and narratives, which may be preserved in sacred scriptures, and symbols and holy places, that aim mostly to give a meaning to life. Religions may contain symbolic stories, which are sometimes said by followers to be true, that have the side purpose of explaining the origin of life, the universe, and other things. Traditionally, faith, in addition to reason, has been considered a source of religious beliefs. There are an estimated 10,000 distinct religions worldwide. About 84% of the world's population is affiliated with Christianity, Islam, Hinduism, Buddhism, or some form of folk religion. The religiously unaffiliated demographic includes those who do not identify with any particular religion, atheists, and agnostics. While the religiously unaffiliated have grown globally, many of the religiously unaffiliated still have various religious beliefs. The study of religion encompasses a wide variety of academic disciplines, including theology, comparative religion and social scientific studies. Theories of religion offer various explanations for the origins and workings of religion, including the ontological foundations of religious being and belief."	sacred belief system	wikipedia
Religion	religion	a strong belief in a supernatural power or powers that control human destiny	religion, faith, religious_belief	wordnet
Religion	religion	the belief in and worship of a superhuman controlling power, especially a personal God or gods.	NA	owlbot
Religion	religion	Religion addresses moral issues	NA	GenericsKB
Government	government	A government is the system or group of people governing an organized community, often a state, but also other entities like for example companies, especially in the case of colonial companies. In the case of its broad associative definition, government normally consists of legislature, executive, and judiciary. Government is a means by which organizational policies are enforced, as well as a mechanism for determining policy. Each government has a kind of constitution, a statement of its governing principles and philosophy. Typically the philosophy chosen is some balance between the principle of individual freedom and the idea of absolute state authority . While all types of organizations have governance, the term government is often used more specifically, to refer to the approximately 200 independent national governments and subsidiary organizations globally. Historically prevalent forms of government include monarchy, aristocracy, timocracy, oligarchy, democracy, theocracy and tyranny. The main aspect of any philosophy of government is how political power is obtained, with the two main forms being electoral contest and hereditary succession. Libertarianism and anarchism are political ideologies that seek to limit or abolish government, finding government disruptive to self organization and freedom.	system or group of people governing an organized community, often a state	wikipedia
Government	government	the study of government of states and other political units	politics, political_science, government	wordnet
Government	government	the group of people with the authority to govern a country or state; a particular ministry in office.	NA	owlbot
Government	government	Government adopts goals	NA	GenericsKB
King	king	King , or king regnant , is the title given to a male monarch in a variety of contexts. The female equivalent is queen regnant, while the title of queen on its own usually refers to the consort of a king. * In the context of prehistory, antiquity and contemporary indigenous peoples, the title may refer to tribal kingship. Germanic kingship is cognate with Indo-European traditions of tribal rulership . * In the context of classical antiquity, king may translate in Latin as rex and in Greek as archon or basileus. * In classical European feudalism, the title of king as the ruler of a kingdom is understood to be the highest rank in the feudal order, potentially subject, at least nominally, only to an emperor . * In a modern context, the title may refer to the ruler of one of a number of modern monarchies . The title of king is used alongside other titles for monarchs: in the West, emperor, grand prince, prince, archduke, duke or grand duke, and in the Islamic world, malik, sultan, emir or hakim, etc. The term king may also refer to a king consort, a title that is sometimes given to the husband of a ruling queen, but the title of prince consort is sometimes granted instead.	class of male monarch	wikipedia
King	king	preeminence in a particular category or group or field	king	wordnet
King	king	the male ruler of an independent state, especially one who inherits the position by right of birth.	NA	owlbot
King	king	A king is a sovereign	NA	GenericsKB
Legislature	legislature	A legislature is a deliberative assembly with the authority to make laws for a political entity such as a country or city. Legislatures form important parts of most governments; in the separation of powers model, they are often contrasted with the executive and judicial branches of government. Laws enacted by legislatures are usually known as primary legislation. In addition, legislatures may observe and steer governing actions, with authority to amend the budget involved. The members of a legislature are called legislators. In a democracy, legislators are most commonly popularly elected, although indirect election and appointment by the executive are also used, particularly for bicameral legislatures featuring an upper chamber.	kind of deliberative assembly with the power to pass, amend, and repeal laws	wikipedia
Legislature	legislature	persons who make or amend or repeal laws	legislature, legislative_assembly, legislative_body, general_assembly, law-makers	wordnet
Legislature	legislature	the legislative body of a country or state.	NA	owlbot
Legislature	legislature	A legislature is an assembly	NA	GenericsKB
Historical era	historical era	This history by period summarizes significant eras in the history of the world, from the ancient world to the present day.		wikipedia
Historical era	historical	having once lived or existed or taken place in the real world as distinct from being legendary	historical	wordnet
Historical era	era	a period marked by distinctive character or reckoned from a fixed point or event	era, epoch	wordnet
Historical era	era	An era is a period	NA	GenericsKB
Gustav Vasa elected King of Sweden	gustav	Gustav , also known as Gustavus , was Hungarian series of animated short cartoons for adults	television series	wikipedia
Gustav Vasa elected King of Sweden	elect	"An election is a formal group decision-making process by which a population chooses an individual to hold public office. Elections have been the usual mechanism by which modern representative democracy has operated since the 17th century. Elections may fill offices in the legislature, sometimes in the executive and judiciary, and for regional and local government. This process is also used in many other private and business organizations, from clubs to voluntary associations and corporations. The universal use of elections as a tool for selecting representatives in modern representative democracies is in contrast with the practice in the democratic archetype, ancient Athens, where the Elections were not used were considered an oligarchic institution and most political offices were filled using sortition, also known as allotment, by which officeholders were chosen by lot. Electoral reform describes the process of introducing fair electoral systems where they are not in place, or improving the fairness or effectiveness of existing systems. Psephology is the study of results and other statistics relating to elections .Election is the fact of electing, or being elected. To elect means ""to select or make a decision"", and so sometimes other forms of ballot such as referendums are referred to as elections, especially in the United States."	process by which a population chooses an individual to hold public office	wikipedia
Gustav Vasa elected King of Sweden	king	King , or king regnant , is the title given to a male monarch in a variety of contexts. The female equivalent is queen regnant, while the title of queen on its own usually refers to the consort of a king. * In the context of prehistory, antiquity and contemporary indigenous peoples, the title may refer to tribal kingship. Germanic kingship is cognate with Indo-European traditions of tribal rulership . * In the context of classical antiquity, king may translate in Latin as rex and in Greek as archon or basileus. * In classical European feudalism, the title of king as the ruler of a kingdom is understood to be the highest rank in the feudal order, potentially subject, at least nominally, only to an emperor . * In a modern context, the title may refer to the ruler of one of a number of modern monarchies . The title of king is used alongside other titles for monarchs: in the West, emperor, grand prince, prince, archduke, duke or grand duke, and in the Islamic world, malik, sultan, emir or hakim, etc. The term king may also refer to a king consort, a title that is sometimes given to the husband of a ruling queen, but the title of prince consort is sometimes granted instead.	class of male monarch	wikipedia
Gustav Vasa elected King of Sweden	sweden	Sweden ), officially the Kingdom of Sweden ), is a Nordic country in Northern Europe. It borders Norway to the west and north, Finland to the east, and is connected to Denmark in the southwest by a bridge-tunnel across the Öresund Strait. At 450,295 square kilometres , Sweden is the largest country in Northern Europe, the third-largest country in the European Union and the fifth largest country in Europe by area. The capital city is Stockholm. Sweden has a total population of 10.3 million of which 2.6 million have a foreign background. Persons with foreign backgrounds are defined as persons who are foreign born, or born in Sweden with foreign born parents. It has a low population density of 22 inhabitants per square kilometre and the highest urban concentration is in the central and southern half of the country. Sweden is part of the geographical area of Fennoscandia. The climate is in general mild for its northerly latitude due to significant maritime influence. In spite of the high latitude, Sweden often has warm continental summers, being located in between the North Atlantic, the Baltic Sea and the vast Eurasian Russian landmass. The general climate and environment vary significantly from the south and north due to the vast latitudal difference, and much of Sweden has reliably cold and snowy winters. Southern Sweden is predominantly agricultural, while the north is heavily forested and includes a portion of the Scandinavian Mountains. Germanic peoples have inhabited Sweden since prehistoric times, emerging into history as the Geats and Swedes and constituting the sea peoples known as the Norsemen. An independent Swedish state emerged during the early 12th century. After the Black Death in the middle of the 14th century killed about a third of the Scandinavian population, the Hanseatic League threatened Scandinavia's culture, finances and languages. This led to the forming of the Scandinavian Kalmar Union in 1397, which Sweden left in 1523. When Sweden became involved in the Thirty Years War on the Reformist side, an expansion of its territories began and eventually the Swedish Empire was formed. This became one of the great powers of Europe until the early 18th century. Swedish territories outside the Scandinavian Peninsula were gradually lost during the 18th and 19th centuries, ending with the annexation of present-day Finland by Russia in 1809. The last war in which Sweden was directly involved was in 1814, when Norway was militarily forced into a personal union, which peacefully dissolved in 1905. Since then, Sweden has been at peace, maintaining an official policy of neutrality in foreign affairs. In 2014, Sweden celebrated 200 years of peace, breaking even Switzerland's record for peace. Sweden was formally neutral through both world wars and the Cold War, albeit Sweden has since 2009 openly moved towards cooperation with NATO. Sweden is a constitutional monarchy and a parliamentary democracy, with legislative power vested in the 349-member unicameral Riksdag. It is a unitary state, currently divided into 21 counties and 290 municipalities. Sweden maintains a Nordic social welfare system that provides universal health care and tertiary education for its citizens. It has the world's eleventh- highest per capita income and ranks very highly in quality of life, health, education, protection of civil liberties, economic competitiveness, income equality, gender equality, prosperity and human development. Sweden joined the European Union on 1 January 1995, but has rejected NATO membership, as well as Eurozone membership following a referendum. It is also a member of the United Nations, the Nordic Council, the Council of Europe, the World Trade Organization and the Organisation for Economic Co-operation and Development .	sovereign state in Northern Europe	wikipedia
Gustav Vasa elected King of Sweden	gustav			wordnet
Gustav Vasa elected King of Sweden	vasa	a tube in which a body fluid circulates	vessel, vas	wordnet
Gustav Vasa elected King of Sweden	elected	select by a vote for an office or membership	elect	wordnet
Gustav Vasa elected King of Sweden	king	preeminence in a particular category or group or field	king	wordnet
Gustav Vasa elected King of Sweden	sweden	a Scandinavian kingdom in the eastern part of the Scandinavian Peninsula	Sweden, Kingdom_of_Sweden, Sverige	wordnet
Gustav Vasa elected King of Sweden	king	A king is a sovereign	NA	GenericsKB
Gustav Vasa elected King of Sweden	sweden	Sweden is a thing	NA	GenericsKB
Kalmar Union collapsed 	kalmar	Kalmar ) is a city in the southeast of Sweden, situated by the Baltic Sea. It had 36,392 inhabitants in 2010 and is the seat of Kalmar Municipality. It is also the capital of Kalmar County, which comprises 12 municipalities with a total of 236,399 inhabitants . From the thirteenth to the seventeenth centuries, Kalmar was one of Sweden's most important cities. Between 1602 and 1913 it was the episcopal see of Kalmar Diocese, with a bishop, and the Kalmar Cathedral from 1702 is an example of classicistic architecture. It became a fortified city, with the Kalmar Castle as the center. After the Treaty of Roskilde in 1658, Kalmar's importance diminished, until the industry sector was initiated in the 19th century. The city is home to parts of Linnaeus University. Kalmar is adjacent to the main route to the island of Öland over the Öland Bridge.	city in Kalmar Municipality, Sweden	wikipedia
Kalmar Union collapsed 	union	The Cyrillic script is a writing system used for various languages across Eurasia and is used as the national script in various Slavic, Turkic, Mongolic and Iranic-speaking countries in Eastern Europe, the Caucasus, Central Asia and Northern Asia	alphabetic writing system	wikipedia
Kalmar Union collapsed 	collapse	Collapse is an action game released in 2008 for Microsoft Windows	video game	wikipedia
Kalmar Union collapsed 	kalmar			wordnet
Kalmar Union collapsed 	union	healing process involving the growing together of the edges of a wound or the growing together of broken bones	union, conglutination	wordnet
Kalmar Union collapsed 	collapsed	cause to burst	collapse, burst	wordnet
Kalmar Union collapsed 	union	Unions are a way for workers to turn that trend around and ensure they gain in prosperous times	NA	GenericsKB
Kalmar Union collapsed 	collapse	Collapses are illnesses	NA	GenericsKB
Norwegian riksråd abolished	norwegian	Norway or Noreg ; Northern Sami: Norga ; Lule Sami: Vuodna ; Southern Sami: Nöörje ), officially the Kingdom of Norway , is a Nordic country in Northern Europe whose mainland territory comprises the western and northernmost portion of the Scandinavian Peninsula; Mainland Norway and the remote island of Jan Mayen as well as the archipelago of Svalbard form Metropolitan Norway	sovereign state in Northern Europe	wikipedia
Norwegian riksråd abolished	riksråd	Riksrådet , Rigsrådet or is the name of the councils of the Scandinavian countries that ruled the countries together with the kings from late Middle Ages to the 17th century. Norway had a Council of the Realm that was de facto abolished by the Danish-Norwegian king in 1536/1537. In Sweden the parallel Council gradually came under the influence of the king during the 17th century.	various councils that ruled Scandinavian countries in the Middle Ages	wikipedia
Norwegian riksråd abolished	abolish	The abolition of slavery occurred at different times in different countries	Wikimedia list article	wikipedia
Norwegian riksråd abolished	norwegian	a Scandinavian language that is spoken in Norway	Norwegian	wordnet
Norwegian riksråd abolished	riksråd			wordnet
Norwegian riksråd abolished	abolished	do away with	abolish, get_rid_of	wordnet
Norwegian riksråd abolished	norwegian	Norwegian has (part) body substances	NA	GenericsKB
Danish riksråd abolished	danish	Danes ) are a North Germanic ethnic group native to Denmark and a modern nation identified with the country of Denmark	North Germanic ethnic group native to Denmark	wikipedia
Danish riksråd abolished	riksråd	Riksrådet , Rigsrådet or is the name of the councils of the Scandinavian countries that ruled the countries together with the kings from late Middle Ages to the 17th century. Norway had a Council of the Realm that was de facto abolished by the Danish-Norwegian king in 1536/1537. In Sweden the parallel Council gradually came under the influence of the king during the 17th century.	various councils that ruled Scandinavian countries in the Middle Ages	wikipedia
Danish riksråd abolished	abolish	The abolition of slavery occurred at different times in different countries	Wikimedia list article	wikipedia
Danish riksråd abolished	danish	a Scandinavian language that is the official language of Denmark	Danish	wordnet
Danish riksråd abolished	riksråd			wordnet
Danish riksråd abolished	abolished	do away with	abolish, get_rid_of	wordnet
Lex Regia [da; de; no] confirms absolutism	lex	Amazon Lex is a service for building conversational interfaces into any application using voice and text	NA	wikipedia
Lex Regia [da; de; no] confirms absolutism	regia	"The Regia was a two-part structure in Ancient Rome lying along the Sacra Via at the edge of the Roman Forum that originally served as the residence or one of the main headquarters of kings of Rome and later as the office of the Pontifex Maximus, the highest religious official of Rome. It occupied a triangular patch of terrain between the Temple of Vesta, the Temple of Divus Julius and Temple of Antoninus and Faustina. Only the foundations of Republican/Imperial Regia remain. Like the Curia it was destroyed and rebuilt several times, as far back as the Roman monarchy. Studies have found multiple layers of similar buildings with more regular features, prompting the theory that this ""Republican Regia"" was to have a different use."	Royal palace and temple in ancient Rome(in ruins).	wikipedia
Lex Regia [da; de; no] confirms absolutism	confirm	"In Christian denominations that practice infant baptism, confirmation is seen as the sealing of Christianity created in baptism. Those being confirmed are known as confirmands. In some denominations, such as the Anglican Communion and Methodist Churches, confirmation bestows full membership in a local congregation upon the recipient. In others, such as the Roman Catholic Church, confirmation ""renders the bond with the Church more perfect"", because, while a baptized person is already a member, ""reception of the sacrament of Confirmation is necessary for the completion of baptismal grace"". Roman Catholics, the Anglican Communion, Eastern Catholics, Eastern Orthodox, Oriental Orthodox, and The Church of Jesus Christ of Latter-Day Saints view confirmation as a sacrament. In the East it is conferred immediately after baptism. In the West, this practice is usually followed when adults are baptized, but in the case of infants not in danger of death it is administered, ordinarily by a bishop, only when the child reaches the age of reason or early adolescence. Among those Catholics who practice teen-aged confirmation, the practice may be perceived, secondarily, as a ""coming of age"" rite. In traditional Protestant denominations, such as the Anglican, Lutheran, Methodist and Reformed Churches, confirmation is a rite that often includes a profession of faith by an already baptized person. It is also required by most Protestant denominations for full membership in the respective Church, in particular for traditional Protestant churches, in which it is also recognized secondarily as a coming of age ceremony. Confirmation is not practiced in Baptist, Anabaptist and other groups that teach believer's baptism. Thus, the sacrament or rite of confirmation is administered to those being received from those aforementioned groups, in addition to those converts from non-Christian religions. The Church of Jesus Christ of Latter-Day Saints does not practice infant baptism, but individuals can be baptized after they reach the ""age of accountability"" . Confirmation occurs either immediately following baptism, or on the following Sunday. The baptism is not considered complete or fully efficacious until confirmation is received. There is an analogous ceremony also called confirmation in Reform Judaism. It was created in the 1800s by Israel Jacobson."	rite where baptism is confirmed in several Christian denominations	wikipedia
