key	keyword	definition	description	source
Names	names	"A name is a term used for identification. They can identify a class or category of things, or a single thing, either uniquely, or within a given context. The entity identified by a name is called its referent. A personal name identifies, not necessarily uniquely, a specific individual human. The name of a specific entity is sometimes called a proper name and is, when consisting of only one word, a proper noun. Other nouns are sometimes called "" common names "" or "" general names "". A name can be given to a person, place, or thing; for example, parents can give their child a name or a scientist can give an element a name. Caution must be exercised when translating, for there are ways that one language may prefer one type of name over another. For example, the French sometimes refer to Aristotle as ""le Stagirite"" from one spelling of his place of birth, and English speakers often refer to Shakespeare as ""The Bard"", recognizing him as a paragon writer of the language."	word or term used for identification; see also proper noun (Q147276) and personal name (Q1071027)	wikipedia
Names	names	by the sanction or authority of	name	wordnet
Names	names	(in the UK) an insurance underwriter belonging to a Lloyd's syndicate.	NA	owlbot
Names	name	A name is a part	NA	GenericsKB
Occupation type	occupation	Employment is a relationship between two parties, usually based on a contract where work is paid for, where one party, which may be a corporation, for profit, not-for-profit organization, co-operative or other entity is the employer and the other is the employee	relationship between the employee and the employer	wikipedia
Occupation type	type	Categorization is an activity that consists of putting things into categories based on their similarities or common criteria	cognitive process in which ideas and objects are recognized, differentiated, and understood	wikipedia
Occupation type	occupation	any activity that occupies a person's attention	occupation	wordnet
Occupation type	type	(biology) the taxonomic group whose characteristics are used to define the next higher taxon	type	wordnet
Occupation type	occupation	An occupation is an activity	NA	GenericsKB
Occupation type	type	Type is a category of person as defined by such factors as sex, age, occupation, and personality	NA	GenericsKB
Activity sectors	activity	In project management, a task is an activity that needs to be accomplished within a defined period of time or by a deadline to work towards work-related goals	activity that needs to be accomplished within a defined period of time	wikipedia
Activity sectors	sector	One classical breakdown of economic activity distinguishes three sectors: * Primary: involves the retrieval and production of raw materials, such as corn, coal, wood and iron	conceptual grouping of economic activities	wikipedia
Activity sectors	activity	a process existing in or produced by nature (rather than by the intent of human beings)	natural_process, natural_action, action, activity	wordnet
Activity sectors	sectors	a particular aspect of life or activity	sector, sphere	wordnet
Activity sectors	activity	Activities affect development	NA	GenericsKB
Activity sectors	sector	Sectors are part of economy	NA	GenericsKB
Competencies	competencies	Competence is the set of demonstrable characteristics and skills that enable, and improve the efficiency or performance of a job	ability of an individual to do a job properly	wikipedia
Competencies	competencies	the quality of being adequately or well qualified physically and intellectually	competence, competency	wordnet
Competencies	competencies	the ability to do something successfully or efficiently.	NA	owlbot
Competencies	competency	Competencies are the skills knowledge and abilities that are required to excel as a leader	NA	GenericsKB
Education required	education	Education is the process of facilitating learning, or the acquisition of knowledge, skills, values, beliefs, and habits. Educational methods include teaching, training, storytelling, discussion and directed research. Education frequently takes place under the guidance of educators, however learners can also educate themselves. Education can take place in formal or informal settings and any experience that has a formative effect on the way one thinks, feels, or acts may be considered educational. The methodology of teaching is called pedagogy. Formal education is commonly divided formally into such stages as preschool or kindergarten, primary school, secondary school and then college, university, or apprenticeship. A right to education has been recognized by some governments and the United Nations. In most regions, education is compulsory up to a certain age. There is a movement for education reform, and in particular for evidence-based education.	learning in which knowledge and skills are transferred through teaching	wikipedia
Education required	education	the profession of teaching (especially at a school or college or university)	education	wordnet
Education required	required	required by rule	compulsory, mandatory, required	wordnet
Education required	education	Education abroad is a special form of distance learning	NA	GenericsKB
Fields ofemployment	field	An aerodrome or airdrome is a location from which aircraft flight operations take place, regardless of whether they involve air cargo, passengers, or neither	location from which aircraft flight operations take place	wikipedia
Fields ofemployment	fields	somewhere (away from a studio or office or library or laboratory) where practical work is done or data is collected	field	wordnet
Fields ofemployment	ofemployment			wordnet
Fields ofemployment	field	Field based work refers to course assignments which involve school age children	NA	GenericsKB
Related jobs	related	Related is an American comedy-drama television series that aired on The WB network from October 5, 2005, to March 20, 2006, during the 2005–2006 television season. It revolved around the lives of four close-knit sisters of Italian descent, raised in Brooklyn and living in New York City. The show was created by former Sex and the City writer Liz Tuccillo, and executive produced by Friends co-creator Marta Kauffman. Despite heavy promotion, initial ratings did not warrant the show being picked up for a second season when The WB network was folded into The CW. The untitled Related theme song is sung by The Veronicas, whose music was regularly featured in episodes.	television series	wikipedia
Related jobs	job	A job , employment , work or occupation , is a person's role in society. More specifically, a job is an activity, often regular and often performed in exchange for payment . Many people have multiple jobs . A person can begin a job by becoming an employee, volunteering, starting a business, or becoming a parent. The duration of a job may range from temporary to a lifetime . An activity that requires a person's mental or physical effort is work . If a person is trained for a certain type of job, they may have a profession. Typically, a job would be a subset of someone's career. The two may differ in that one usually retires from their career, versus resignation or termination from a job.	activity done by a person to earn money	wikipedia
Related jobs	related	be relevant to	refer, pertain, relate, concern, come_to, bear_on, touch, touch_on, have-to_doe_with	wordnet
Related jobs	jobs	an object worked on; a result produced by working	job	wordnet
Related jobs	job	A job is an activity	NA	GenericsKB
