key	keyword	definition	description	source
Acronym	acronym	"An acronym is a word or name formed from the initial components of a longer name or phrase, usually using individual initial letters, as in NATO or EU , but sometimes using syllables, as in Benelux , or a mixture of the two, as in radar . Similarly, acronyms are sometimes pronounced as words, as in NASA or UNESCO, sometimes as the individual letters, as in FBI or ATM, or a mixture of the two, as in JPEG or IUPAC. The broader sense of acronym inclusive of terms pronounced as the individual letters is sometimes criticized, but it is the term's original meaning and is in common use. Language authorities such as dictionary and style guide editors are not in universal agreement on the naming for such abbreviations—in particular it is a matter of some dispute whether the term acronym can be legitimately applied to abbreviations which are not pronounced ""as words""—or the correct use of space, case, and punctuation. See the Nomenclature, Lexicography and style guides and Orthographic styling sections below."	abbreviation made out of the first letters of the words of a sequence	wikipedia
Acronym	acronym	a word formed from the initial letters of the several words in the name	acronym	wordnet
Acronym	acronym	an abbreviation formed from the initial letters of other words and pronounced as a word (e.g. ASCII, NASA ).	NA	owlbot
Acronym	acronym	Acronyms are forms	NA	GenericsKB
Type	type	Categorization is an activity that consists of putting things into categories based on their similarities or common criteria	cognitive process in which ideas and objects are recognized, differentiated, and understood	wikipedia
Type	type	(biology) the taxonomic group whose characteristics are used to define the next higher taxon	type	wordnet
Type	type	a design on either side of a medal or coin.	NA	owlbot
Type	type	A type is a kind	NA	GenericsKB
Purpose	purpose	Intention is a mental state that represents a commitment to carrying out an action or actions in the future. Intention involves mental activities such as planning and forethought.	mental state representing commitment to perform an action	wikipedia
Purpose	purpose	an anticipated outcome that is intended or that guides your planned actions	purpose, intent, intention, aim, design	wordnet
Purpose	purpose	the reason for which something is done or created or for which something exists.	NA	owlbot
Purpose	purpose	Purpose is a goal	NA	GenericsKB
