key	keyword	definition	description	source
Born	born	""" Born "" is a song written and performed by Barry Gibb that was included as the first track on his debut album The Kid's No Good in 1970"	song written and performed by Barry Gibb	wikipedia
Born	born	bring forth,	bear, turn_out	wordnet
Born	born	existing as a result of birth.	NA	owlbot
Born	born	Borns start with cries	NA	GenericsKB
Died	died	Death is the permanent cessation of all biological functions that sustain a living organism. Phenomena which commonly bring about death include aging, physiological or organ failure, predation, poisoning, malnutrition, disease, suicide, homicide, asphyxia, drowning, severe burns, drug intoxication, starvation, dehydration, electrocution, intense heat or cold, radiation toxicity, warfare attacks such as bombings, as well as explosions and accidents or major trauma resulting in fatal injury. The remains of a living organism begin to decompose shortly after death. It is an inevitable process eventually occurring in all living organisms. As of the early 21st century, over 150,000 humans die each day. Death, particularly of humans, has commonly been considered a sad or unpleasant occasion, due to the affection for the deceased and the termination of social and familial bonds. Other concerns include fear of death, necrophobia, anxiety, sorrow, grief, emotional pain, depression, sympathy, compassion, solitude, or saudade. Many cultures and religions have the idea of an afterlife, and also hold the idea of judgement and reward for good deeds or punishment for sin.	permanent cessation of vital functions	wikipedia
Died	died	pass from physical life and lose all bodily attributes and functions necessary to sustain life	die, decease, perish, go, exit, pass_away, expire, pass, kick_the_bucket, cash_in_one's_chips, buy_the_farm, conk, give-up_the_ghost, drop_dead, pop_off, choke, croak, snuff_it	wordnet
Died	died	(of a person, animal, or plant) stop living.	NA	owlbot
Died	die	Dies  dreams	NA	GenericsKB
Place of display	place	A location is a fixed geographical point	Wikimedia disambiguation page	wikipedia
Place of display	display	Display was an American Thoroughbred racehorse	American Thoroughbred racehorse	wikipedia
Place of display	place	a general vicinity	place	wordnet
Place of display	display	something shown to the public	display, exhibit, showing	wordnet
Place of display	place	Place arrowheads on all light rays in order to show which direction they are moving	NA	GenericsKB
Place of display	display	A display is a demo	NA	GenericsKB
Allegiance	allegiance	An allegiance is a duty of fidelity said to be owed, or freely committed, by the people, subjects or citizens to their state or sovereign.	duty of fidelity, typically to a country	wikipedia
Allegiance	allegiance	the loyalty that citizens owe to their country (or subjects to their sovereign)	allegiance, fealty	wordnet
Allegiance	allegiance	loyalty or commitment to a superior or to a group or cause.	NA	owlbot
Allegiance	allegiance	Allegiance is cooperation	NA	GenericsKB
Service/branch	service branch	Military branch is according to common standard the subdivision of the national armed forces of a sovereign nation or state.	subdivision of the national armed forces of a sovereign nation or state	wikipedia
Service/branch	service	a force that is a branch of the armed forces	military_service, armed_service, service	wordnet
Service/branch	branch	any projection that is thought to resemble a human arm	arm, branch, limb	wordnet
Service/branch	service	A service is work	NA	GenericsKB
Service/branch	branch	A branch is division	NA	GenericsKB
Years of service	year	A year is the orbital period of a planetary body, for example, the Earth, moving in its orbit around the Sun. Due to the Earth's axial tilt, the course of a year sees the passing of the seasons, marked by change in weather, the hours of daylight, and, consequently, vegetation and soil fertility. In temperate and subpolar regions around the planet, four seasons are generally recognized: spring, summer, autumn and winter. In tropical and subtropical regions, several geographical sectors do not present defined seasons; but in the seasonal tropics, the annual wet and dry seasons are recognized and tracked. A calendar year is an approximation of the number of days of the Earth's orbital period, as counted in a given calendar. The Gregorian calendar, or modern calendar, presents its calendar year to be either a common year of 365 days or a leap year of 366 days, as do the Julian calendars; see below. For the Gregorian calendar, the average length of the calendar year across the complete leap cycle of 400 years is 365.2425 days. The ISO standard ISO 80000-3, Annex C, supports the symbol a to represent a year of either 365 or 366 days. In English, the abbreviations y and yr are commonly used. In astronomy, the Julian year is a unit of time; it is defined as 365.25 days of exactly 86,400 seconds , totalling exactly 31,557,600 seconds in the Julian astronomical year. The word year is also used for periods loosely associated with, but not identical to, the calendar or astronomical year, such as the seasonal year, the fiscal year, the academic year, etc. Similarly, year can mean the orbital period of any planet; for example, a Martian year and a Venusian year are examples of the time a planet takes to transit one complete orbit. The term can also be used in reference to any long period or cycle, such as the Great Year.	estimated period of time for the Earth's orbit around the Sun and observed at a fixed geographic point, lasting about 365.25 days on average to the nearest half day; base later modified to define or adjust various calendars	wikipedia
Years of service	service	Altruism is the principle and moral practice of concern for happiness of other human beings or animals, resulting in a quality of life both material and spiritual	principle or practice of concern for the welfare of others	wikipedia
Years of service	years	a late time of life	old_age, years, age, eld, geezerhood	wordnet
Years of service	service	a force that is a branch of the armed forces	military_service, armed_service, service	wordnet
Years of service	year	Year is an ambiguous unit as years are of varying length	NA	GenericsKB
Years of service	service	A service is work	NA	GenericsKB
Unit	unit	1 is a number, and a numerical digit used to represent that number in numerals	natural number	wikipedia
Unit	unit	an assemblage of parts that is regarded as a single entity	whole, unit	wordnet
Unit	unit	an individual thing or person regarded as single and complete but which can also form an individual component of a larger or more complex whole.	NA	owlbot
Unit	unit	Unit is a definite quantity	NA	GenericsKB
Battles/wars	battle	"A battle is a combat in warfare between two or more armed forces. A war usually consists of multiple battles. In general, a battle is a military engagement that is well defined in duration, area, and force commitment. An engagement with only limited commitment between the forces and without decisive results is sometimes called a skirmish. Wars and military campaigns are guided by strategy, whereas battles take place on a level of planning and execution known as operational mobility. German strategist Carl von Clausewitz stated that ""the employment of battles ... to achieve the object of war"" was the essence of strategy."	part of a war which is well defined in duration, area and force commitment	wikipedia
Battles/wars	war	"War is an intense armed conflict between states, governments, societies, or paramilitary groups such as mercenaries, insurgents and militias. It is generally characterized by extreme violence, aggression, destruction, and mortality, using regular or irregular military forces. Warfare refers to the common activities and characteristics of types of war, or of wars in general. Total war is warfare that is not restricted to purely legitimate military targets, and can result in massive civilian or other non-combatant suffering and casualties. The scholarly study of war is sometimes called polemology , from the Greek polemos , meaning ""war"", and -logy , meaning ""the study of"". While some scholars see war as a universal and ancestral aspect of human nature, others argue it is a result of specific socio-cultural, economic or ecological circumstances."	organised and prolonged violent conflict between states	wikipedia
Battles/wars	battles	an open clash between two opposing groups (or individuals); --Thomas Paine	conflict, struggle, battle	wordnet
Battles/wars	wars	the waging of armed conflict against an enemy	war, warfare	wordnet
Battles/wars	battle	Battles are fights	NA	GenericsKB
Battles/wars	war	War arises from social conditions and people s attitudes	NA	GenericsKB
