key	keyword	definition	description	source
Jewish	jewish	Jews ) or Jewish people are an ethnoreligious group and a nation, originating from the Israelites and Hebrews of historical Israel and Judah. Jewish ethnicity, nationhood, and religion are strongly interrelated, as Judaism is the ethnic religion of the Jewish people, while its observance varies from strict observance to complete nonobservance. Jews originated as an ethnic and religious group in the Middle East during the second millennium BCE, in the part of the Levant known as the Land of Israel. The Merneptah Stele appears to confirm the existence of a people of Israel somewhere in Canaan as far back as the 13th century BCE . The Israelites, as an outgrowth of the Canaanite population, consolidated their hold with the emergence of the kingdoms of Israel and Judah. Some consider that these Canaanite sedentary Israelites melded with incoming nomadic groups known as 'Hebrews'. Though few sources mention the exilic periods in detail, the experience of diaspora life, from the Babylonian captivity and exile to the Roman occupation and exile, and the historical relations between Jews and their homeland thereafter, became a major feature of Jewish history, identity and memory. Prior to World War II, the worldwide Jewish population reached a peak of 16.7 million, representing around 0.7 percent of the world population at that time. Approximately 6 million Jews were systematically murdered during the Holocaust. Since then the population has slowly risen again, and as of 2018 was estimated at 14.6–17.8 million by the Berman Jewish DataBank, less than 0.2 percent of the total world population. The modern State of Israel is the only country where Jews form a majority of the population. It defines itself as a Jewish and democratic state in the Basic Laws, Human Dignity and Liberty in particular, which is based on the Declaration of Independence. Israel's Law of Return grants the right of citizenship to Jews who have expressed their desire to settle in Israel. Despite their small percentage of the world's population, Jews have significantly influenced and contributed to human progress in many fields, both historically and in modern times, including philosophy, ethics, literature, politics, business, fine arts and architecture, music, theatre and cinema, medicine, and science and technology, as well as religion; Jews authored the Bible, founded Early Christianity and had a profound influence on Islam. Jews have also played a significant role in the development of Western Civilization.	ancient nation and ethnoreligious group from the Levant	wikipedia
Jewish	jewish	of or relating to Jews or their culture or religion	Jewish, Judaic	wordnet
Jewish	jewish	relating to, associated with, or denoting Jews or Judaism.	NA	owlbot
Arab	arab	"Arabs ) are a population inhabiting the Arab world. They primarily live in the Arab states in Western Asia, Northern Africa, The Horn of Africa and, Western Indian Ocean islands , as well as in significant numbers in the Americas, Western Europe, Indonesia, Israel, Turkey, and Iran. The Arab diaspora is established around the world. The first mention of Arabs is from the mid-ninth century BCE as a tribal people in eastern and southern Syria and the north of the Arabian Peninsula. The Arabs appear to have been under the vassalage of the Neo-Assyrian Empire , and the succeeding Neo-Babylonian , Achaemenid , Seleucid, and Parthian empires. The Nabataeans, an Arab people, formed their Kingdom near Petra in the third century BC. Arab tribes, most notably the Ghassanids and Lakhmids, begin to appear in the southern Syrian Desert from the mid 3rd century CE onward, during the mid to later stages of the Roman and Sasanian empires. Before the expansion of the Rashidun Caliphate , ""Arab"" referred to any of the largely nomadic and settled Semitic people from the Arabian Peninsula, Syrian Desert, and North and Lower Mesopotamia. Today, ""Arab"" refers to a large number of people whose native regions form the Arab world due to the spread of Arabs and the Arabic language throughout the region during the early Muslim conquests of the 7th and 8th centuries and the subsequent Arabisation of indigenous populations. The Arabs forged the Rashidun , Umayyad , Abbasid and the Fatimid caliphates, whose borders reached southern France in the west, China in the east, Anatolia in the north, and the Sudan in the south. This was one of the largest land empires in history. In the early 20th century, the First World War signalled the end of the Ottoman Empire; which had ruled much of the Arab world since conquering the Mamluk Sultanate in 1517. Culminating in the 1922 defeat and dissolution of the empire and the partition of its territories, forming the modern Arab states. Following the adoption of the Alexandria Protocol in 1944, the Arab League was founded on 22 March 1945. The Charter of the Arab League endorsed the principle of an Arab homeland whilst respecting the individual sovereignty of its member states. Today, Arabs primarily inhabit the 22 Arab states within the Arab League: Algeria, Bahrain, the Comoros, Djibouti, Egypt, Iraq, Jordan, Kuwait, Lebanon, Libya, Mauritania, Morocco, Oman, Palestine, Qatar, Saudi Arabia, Somalia, Sudan, Syria, Tunisia, United Arab Emirates, and Yemen. The Arab world stretches around 13 million km2, from the Atlantic Ocean in the west to the Arabian Sea in the east, and from the Mediterranean Sea in the north to the Horn of Africa and the Indian Ocean in the southeast. Beyond the boundaries of the League of Arab States, Arabs can also be found in the global diaspora. The ties that bind Arabs are ethnic, linguistic, cultural, historical, identical, nationalist, geographical and political. The Arabs have their own customs, language, architecture, art, literature, music, dance, media, cuisine, dress, society, sports and mythology. Arabs are a diverse group in terms of religious affiliations and practices. In the pre-Islamic era, most Arabs followed polytheistic religions. Some tribes had adopted Christianity or Judaism, and a few individuals, the hanifs , apparently observed another form of monotheism. Today, about 93% of Arabs are adherents of Islam, and there are sizable Christian minorities. Arab Muslims primarily belong to the Sunni, Shiite, Ibadi, and Alawite denominations. Arab Christians generally follow one of the Eastern Christian Churches, such as the Oriental Orthodox or Eastern Catholic churches. There also exist small amounts of Arab Jews still living in Arab countries, and a much larger population of Jews descended from Arab Jewish communities living in Israel and various Western countries, who may or may not consider themselves Arab today. Many Christians in Arab countries may also not consider themselves Arab, especially Copts and Assyrians. Other smaller minority religions are also followed, such as the Bahá'í Faith and Druze. Arabs have greatly influenced and contributed to diverse fields, notably the arts and architecture, language, philosophy, mythology, ethics, literature, politics, business, music, dance, cinema, medicine, science and technology in the ancient and modern history."	Semitic people	wikipedia
Arab	arab	a spirited graceful and intelligent riding horse native to Arabia	Arabian, Arab	wordnet
Arab	arab	a member of a Semitic people, originally from the Arabian peninsula and neighbouring territories, inhabiting much of the Middle East and North Africa.	NA	owlbot
others	others	 anOther or Another Magazine, culture and fashion magazine 	Wikimedia disambiguation page	wikipedia
Time zone	time zone	A time zone is a region of the globe that observes a uniform standard time for legal, commercial and social purposes. Time zones tend to follow the boundaries of countries and their subdivisions instead of strictly following longitude because it is convenient for areas in close commercial or other communication to keep the same time. Most of the time zones on land are offset from Coordinated Universal Time by a whole number of hours , but a few zones are offset by 30 or 45 minutes . Some higher latitude and temperate zone countries use daylight saving time for part of the year, typically by adjusting local clock time by an hour. Many land time zones are skewed toward the west of the corresponding nautical time zones. This also creates permanent daylight saving time effect.	region on Earth that has a uniform standard time for legal, commercial, and social purposes	wikipedia
Time zone	time	the continuum of experience in which events pass from the future through the present to the past	time	wordnet
Time zone	zone	regulate housing in; of certain areas of towns	zone, district	wordnet
Time zone	time zone	Time zones are time	NA	GenericsKB
Summer (DST)	summer	Summer is the hottest of the four temperate seasons, falling after spring and before autumn. At or around the summer solstice , the earliest sunrise and latest sunset occurs, the days are longest and the nights are shortest, with day length decreasing as the season progresses after the solstice. The date of the beginning of summer varies according to climate, tradition, and culture. When it is summer in the Northern Hemisphere, it is winter in the Southern Hemisphere, and vice versa.	Warmest of the four temperate seasons, beginning or centered around the summer solstice	wikipedia
Summer (DST)	summer	the period of finest development, happiness, or beauty	summer	wordnet
Summer (DST)	summer	the warmest season of the year, in the northern hemisphere from June to August and in the southern hemisphere from December to February.	NA	owlbot
Summer (DST)	summer	Summer also means insect season	NA	GenericsKB
Postal code	postal code	A postal code is a series of letters or digits or both, sometimes including spaces or punctuation, included in a postal address for the purpose of sorting mail. In February 2005, 117 of the 190 member countries of the Universal Postal Union had postal code systems. Although postal codes are usually assigned to geographical areas, special codes are sometimes assigned to individual addresses or to institutions that receive large volumes of mail, such as government agencies and large commercial companies. One example is the French CEDEX system.	series of letters and digits for sorting mail	wikipedia
Postal code	postal	of or relating to the system for delivering mail	postal	wordnet
Postal code	code	a coding system used for transmitting messages requiring brevity or secrecy	code	wordnet
Postal code	postal code	Postal codes are six characters long and are a mixture of three letters and three numbers	NA	GenericsKB
Area code	area code	A telephone numbering plan is a type of numbering scheme used in telecommunication to assign telephone numbers to subscriber telephones or other telephony endpoints. Telephone numbers are the addresses of participants in a telephone network, reachable by a system of destination code routing. Telephone numbering plans are defined in each of administrative regions of the public switched telephone network and they are also present in private telephone networks. For public number systems, geographic location plays a role in the sequence of numbers assigned to each telephone subscriber. Many numbering plans subdivide their territory of service into geographic regions designated by a prefix, often called an area code or city code , which is a set of digits forming the most-significant part of the dialing sequence to reach a telephone subscriber. Numbering plans may follow a variety of design strategies which have often arisen from the historical evolution of individual telephone networks and local requirements. A broad division is commonly recognized between closed numbering plans, such as found in North America, which feature fixed-length area codes and local numbers, while open numbering plans feature a variance in the length of the area code, local number, or both of a telephone number assigned to a subscriber line. The International Telecommunication Union has established a comprehensive numbering plan, designated E.164, for uniform interoperability of the networks of its member state or regional administrations. It is an open numbering plan, however, imposing a maximum length of 15 digits to telephone numbers. The standard defines a country calling code for each state or region which is prefixed to each national numbering plan telephone number for international destination routing. Private numbering plans exist in telephone networks that are privately operated in an enterprise or organizational campus. Such systems may be supported by a private branch exchange , which provides a central access point to the PSTN and also controls internal calls between telephone extensions. In contrast to numbering plans, which determine telephone numbers assigned to subscriber stations, dialing plans establish the customer dialing procedures, i.e., the sequence of digits or symbols to be dialed to reach a destination. It is the manner in which the numbering plan is used. Even in closed numbering plans, it is not always necessary to dial all digits of a number. For example, an area code may often be omitted when the destination is in the same area as the calling station.	type of numbering scheme used in telecommunication to assign telephone numbers to subscriber telephones or other telephony endpoints	wikipedia
Area code	area	the extent of a 2-dimensional surface enclosed within a boundary	area, expanse, surface_area	wordnet
Area code	code	a set of rules or principles or laws (especially written ones)	code, codification	wordnet
Area code	area code	Area code is code	NA	GenericsKB
HDI (2017)	hdi	"The Human Development Index is a statistic composite index of life expectancy, education , and per capita income indicators, which are used to rank countries into four tiers of human development. A country scores a higher HDI when the lifespan is higher, the education level is higher, and the gross national income GNI per capita is higher. It was developed by Indian economist Amartya Sen and then utilised by Pakistani economist Mahbub ul Haq and was further used to measure a country's development by the United Nations Development Programme 's Human Development Report Office. The 2010 Human Development Report introduced an Inequality-adjusted Human Development Index . While the simple HDI remains useful, it stated that ""the IHDI is the actual level of human development "", and ""the HDI can be viewed as an index of 'potential' human development "". The index does not take into account several factors, such as the net wealth per capita or the relative quality of goods in a country. This situation tends to lower the ranking for some of the most advanced countries, such as the G7 members and others. The index is based on the human development approach, developed by Mahbub ul Haq, often framed in terms of whether people are able to ""be"" and ""do"" desirable things in life. Examples include—Being: well fed, sheltered, healthy; Doing: work, education, voting, participating in community life. The freedom of choice is central—someone choosing to be hungry is quite different from someone who is hungry because they cannot afford to buy food, or because the country is in a famine."	composite statistic of life expectancy, education, and income indices	wikipedia
HDI (2017)	hdi			wordnet
