key	keyword	definition	description	source
Born	born	""" Born "" is a song written and performed by Barry Gibb that was included as the first track on his debut album The Kid's No Good in 1970"	song written and performed by Barry Gibb	wikipedia
Born	born	bring forth,	bear, turn_out	wordnet
Born	born	existing as a result of birth.	NA	owlbot
Born	born	Borns start with cries	NA	GenericsKB
Residence	residence	A home , or domicile , is a living space used as a permanent or semi- permanent residence for an individual, family, household or several families in a tribe	dwelling-place used as a permanent or semi-permanent residence for an individual,family,household or several families in a tribe. It is often a house, apartment, or other building, or alternatively a mobile home,houseboat,yurt, other portable shelter	wikipedia
Residence	residence	the act of dwelling in a place	residency, residence, abidance	wordnet
Residence	residence	a person's home, especially a large and impressive one.	NA	owlbot
Residence	residence	A residence is an address	NA	GenericsKB
Alma mater	alma mater	"Alma mater almae matres ) is an allegorical Latin phrase for a university, school, or college that one formerly attended. In US usage, it can also mean the school from which one graduated. The phrase is variously translated as ""nourishing mother"", ""nursing mother"", or ""fostering mother"", suggesting that a school provides intellectual nourishment to its students. Before its current usage, alma mater was an honorific title for various Latin mother goddesses, especially Ceres or Cybele, and later in Catholicism for the Virgin Mary. It entered academic usage when the University of Bologna adopted the motto Alma Mater Studiorum , which describes its heritage as the oldest operating university in the Western world. It is related to alumnus , a term used for a university graduate that literally means a ""nursling"" or ""one who is nourished"". *: literal translation"	school or university that a person has attended	wikipedia
Alma mater	alma			wordnet
Alma mater	mater	an informal use of the Latin word for mother; sometimes used by British schoolboys or used facetiously	mater	wordnet
Alma mater	alma mater	the university, school, or college that one formerly attended.	NA	owlbot
Alma mater	alma mater	An alma mater is a school	NA	GenericsKB
Years active	year	A year is the orbital period of a planetary body, for example, the Earth, moving in its orbit around the Sun. Due to the Earth's axial tilt, the course of a year sees the passing of the seasons, marked by change in weather, the hours of daylight, and, consequently, vegetation and soil fertility. In temperate and subpolar regions around the planet, four seasons are generally recognized: spring, summer, autumn and winter. In tropical and subtropical regions, several geographical sectors do not present defined seasons; but in the seasonal tropics, the annual wet and dry seasons are recognized and tracked. A calendar year is an approximation of the number of days of the Earth's orbital period, as counted in a given calendar. The Gregorian calendar, or modern calendar, presents its calendar year to be either a common year of 365 days or a leap year of 366 days, as do the Julian calendars; see below. For the Gregorian calendar, the average length of the calendar year across the complete leap cycle of 400 years is 365.2425 days. The ISO standard ISO 80000-3, Annex C, supports the symbol a to represent a year of either 365 or 366 days. In English, the abbreviations y and yr are commonly used. In astronomy, the Julian year is a unit of time; it is defined as 365.25 days of exactly 86,400 seconds , totalling exactly 31,557,600 seconds in the Julian astronomical year. The word year is also used for periods loosely associated with, but not identical to, the calendar or astronomical year, such as the seasonal year, the fiscal year, the academic year, etc. Similarly, year can mean the orbital period of any planet; for example, a Martian year and a Venusian year are examples of the time a planet takes to transit one complete orbit. The term can also be used in reference to any long period or cycle, such as the Great Year.	estimated period of time for the Earth's orbit around the Sun and observed at a fixed geographic point, lasting about 365.25 days on average to the nearest half day; base later modified to define or adjust various calendars	wikipedia
Years active	years	a late time of life	old_age, years, age, eld, geezerhood	wordnet
Years active	active	tending to become more severe or wider in scope	active	wordnet
Years active	year	Year is the epoch at which the magnetic field is evaluated for trapped proton calculations	NA	GenericsKB
Years active	active	Actives are people	NA	GenericsKB
Home town	home town	Andrew William Burrows is an English songwriter and musician	English musician	wikipedia
Home town	home	the place where you are stationed and from which missions start and end	base, home	wordnet
Home town	town	an administrative division of a county	township, town	wordnet
Home town	home town	the town of one's birth or early life or present fixed residence.	NA	owlbot
Home town	home	Home based businesses are mostly cashflow based businesses	NA	GenericsKB
Home town	town	Towns are communities	NA	GenericsKB
Net worth	net worth	Net worth is the value of all the non-financial and financial assets owned by an institutional unit or sector minus the value of all its outstanding liabilities. Since financial assets minus outstanding liabilities equal net financial assets, net worth can also be conveniently expressed as non- financial assets plus net financial assets. It can apply to companies, individuals, governments or economic sectors such as the sector of financial corporations or to entire countries.	total assets minus total outside liabilities of an individual or a company	wikipedia
Net worth	net	the excess of revenues over outlays in a given period of time (including depreciation and other non-cash expenses)	net_income, net, net_profit, lucre, profit, profits, earnings	wordnet
Net worth	worth	the quality that renders something desirable or valuable or useful	worth	wordnet
Net worth	net worth	Net worth is a person's total assets minus their total debts	NA	GenericsKB
Television	television	Television , sometimes shortened to tele or telly , is a telecommunication medium used for transmitting moving images in monochrome , or in color, and in two or three dimensions and sound. The term can refer to a television set, a television show, or the medium of television transmission. Television is a mass medium for advertising, entertainment, news, and sports. Television became available in crude experimental forms in the late 1920s, but it would still be several years before the new technology would be marketed to consumers. After World War II, an improved form of black-and-white TV broadcasting became popular in the United States and Britain, and television sets became commonplace in homes, businesses, and institutions. During the 1950s, television was the primary medium for influencing public opinion. In the mid-1960s, color broadcasting was introduced in the US and most other developed countries. The availability of multiple types of archival storage media such as Betamax and VHS tapes, high-capacity hard disk drives, DVDs, flash drives, high-definition Blu-ray Discs, and cloud digital video recorders has enabled viewers to watch pre-recorded material—such as movies—at home on their own time schedule. For many reasons, especially the convenience of remote retrieval, the storage of television and video programming now occurs on the cloud. At the end of the first decade of the 2000s, digital television transmissions greatly increased in popularity. Another development was the move from standard-definition television to high-definition television , which provides a resolution that is substantially higher. HDTV may be transmitted in various formats: 1080p, 1080i and 720p. Since 2010, with the invention of smart television, Internet television has increased the availability of television programs and movies via the Internet through streaming video services such as Netflix, Amazon Video, iPlayer and Hulu. In 2013, 79% of the world's households owned a television set. The replacement of early bulky, high-voltage cathode ray tube screen displays with compact, energy-efficient, flat-panel alternative technologies such as LCDs , OLED displays, and plasma displays was a hardware revolution that began with computer monitors in the late 1990s. Most TV sets sold in the 2000s were flat-panel, mainly LEDs. Major manufacturers announced the discontinuation of CRT, DLP, plasma, and even fluorescent- backlit LCDs by the mid-2010s. In the near future, LEDs are expected to be gradually replaced by OLEDs. Also, major manufacturers have announced that they will increasingly produce smart TVs in the mid-2010s. Smart TVs with integrated Internet and Web 2.0 functions became the dominant form of television by the late 2010s. Television signals were initially distributed only as terrestrial television using high-powered radio-frequency transmitters to broadcast the signal to individual television receivers. Alternatively television signals are distributed by coaxial cable or optical fiber, satellite systems and, since the 2000s via the Internet. Until the early 2000s, these were transmitted as analog signals, but a transition to digital television is expected to be completed worldwide by the late 2010s. A standard television set is composed of multiple internal electronic circuits, including a tuner for receiving and decoding broadcast signals. A visual display device which lacks a tuner is correctly called a video monitor rather than a television.	telecommunication medium for transmitting and receiving moving images	wikipedia
Television	television	an electronic device that receives television signals and displays them on a screen	television_receiver, television, television_set, tv, tv_set, idiot_box, boob_tube, telly, goggle_box	wordnet
Television	television	a system for converting visual images (with sound) into electrical signals, transmitting them by radio or other means, and displaying them electronically on a screen.	NA	owlbot
Television	television	Television affects people physically	NA	GenericsKB
