key	keyword	definition	description	source
Semi-major axis	major	Major is a military rank of commissioned officer status, with corresponding ranks existing in many military forces throughout the world.	military rank	wikipedia
Semi-major axis	axis	Standard anatomical terms of location deal unambiguously with the anatomy of animals, including humans	Standard terms for unambiguous description of relative placement of body parts	wikipedia
Semi-major axis	semi	a trailer having wheels only in the rear; the front is supported by the towing vehicle	semitrailer, semi	wordnet
Semi-major axis	major	a commissioned military officer in the United States Army or Air Force or Marines; below lieutenant colonel and above captain	major	wordnet
Semi-major axis	axis	the center around which something rotates	axis, axis_of_rotation	wordnet
Semi-major axis	major	Majors are students	NA	GenericsKB
Semi-major axis	axis	An axis is a line	NA	GenericsKB
Eccentricity	eccentricity	In orbital mechanics, the eccentric anomaly is an angular parameter that defines the position of a body that is moving along an elliptic Kepler orbit	"angular parameter that defines the position of a body that is moving along an elliptic Kepler orbit.; one of three angular parameters (""anomalies"") that define a position along an orbit, the other two being the true anomaly and the mean anomaly"	wikipedia
Eccentricity	eccentricity	(geometry) a ratio describing the shape of a conic section; the ratio of the distance between the foci to the length of the major axis	eccentricity	wordnet
Eccentricity	eccentricity	the quality of being eccentric.	NA	owlbot
Eccentricity	eccentricity	Eccentricity divides double stars into two distinct populations	NA	GenericsKB
Orbital period	orbital period	The orbital period is the time a given astronomical object takes to complete one orbit around another object, and applies in astronomy usually to planets or asteroids orbiting the Sun, moons orbiting planets, exoplanets orbiting other stars, or binary stars. For objects in the Solar System, this is often referred to as the sidereal period , determined by a 360° revolution of one celestial body around another, e.g. the Earth orbiting the Sun. The term sidereal denotes that the object returns to the same position relative to the fixed stars projected in the sky. When describing orbits of binary stars, the orbital period is usually referred to as just the period. For example, Jupiter has a sidereal period of 11.86 years while the main binary star Alpha Centauri AB has a period of about 79.91 years. Another important orbital period definition can refer to the repeated cycles for celestial bodies as observed from the Earth's surface. An example is the so-called synodic period , applying to the elapsed time where planets return to the same kind of phenomena or location, such as when any planet returns between its consecutive observed conjunctions with or oppositions to the Sun. For example, Jupiter has a synodic period of 398.8 days from Earth; thus, Jupiter's opposition occurs once roughly every 13 months. Periods in astronomy are conveniently expressed in various units of time, often in hours, days, or years. They can be also defined under different specific astronomical definitions that are mostly caused by small complex eternal gravitational influences by other celestial objects. Such variations also include the true placement of the centre of gravity between two astronomical bodies , perturbations by other planets or bodies, orbital resonance, general relativity, etc. Most are investigated by detailed complex astronomical theories using celestial mechanics using precise positional observations of celestial objects via astrometry.	time taken for a given object to make one complete orbit around another object, and applies in astronomy to mostly either planets or asteroids orbiting the Sun, moons orbiting planets, exoplanets orbiting other stars, or binary stars	wikipedia
Orbital period	orbital	of or relating to the eye socket	orbital	wordnet
Orbital period	period	an amount of time	time_period, period_of_time, period	wordnet
Orbital period	orbital period	Orbital period is how long it takes the skyhook to make a full circuit of the body	NA	GenericsKB
