key	keyword	definition	description	source
Born	born	Born is the first album released by the classical crossover string quartet Bond, and was produced by Magnus Fiennes and Gareth Cousins	album by the classical crossover string quartet Bond	wikipedia
Born	born	move while holding up or supporting	bear	wordnet
Born	born	existing as a result of birth.	NA	owlbot
Born	born	Borns start with breaths	NA	GenericsKB
Died	died	Death is the permanent cessation of all biological functions that sustain a living organism. Phenomena which commonly bring about death include aging, physiological or organ failure, predation, poisoning, malnutrition, disease, suicide, homicide, asphyxia, drowning, severe burns, drug intoxication, starvation, dehydration, electrocution, intense heat or cold, radiation toxicity, warfare attacks such as bombings, as well as explosions and accidents or major trauma resulting in fatal injury. The remains of a living organism begin to decompose shortly after death. It is an inevitable process eventually occurring in all living organisms. As of the early 21st century, over 150,000 humans die each day. Death, particularly of humans, has commonly been considered a sad or unpleasant occasion, due to the affection for the deceased and the termination of social and familial bonds. Other concerns include fear of death, necrophobia, anxiety, sorrow, grief, emotional pain, depression, sympathy, compassion, solitude, or saudade. Many cultures and religions have the idea of an afterlife, and also hold the idea of judgement and reward for good deeds or punishment for sin.	permanent cessation of vital functions	wikipedia
Died	died	stop operating or functioning	fail, go_bad, give_way, die, give_out, conk_out, go, break, break_down	wordnet
Died	died	(of a person, animal, or plant) stop living.	NA	owlbot
Died	die	Dies  rots	NA	GenericsKB
Nationality	nationality	Nationality is a legal relationship between an individual person and a state. Nationality affords the state jurisdiction over the person and affords the person the protection of the state. What these rights and duties are varies from state to state. This relationship generally enables intervention by a State to provide help and protection to its nationals when they are harmed by other States. By custom and international conventions, it is the right of each state to determine who its nationals are. Such determinations are part of nationality law. In some cases, determinations of nationality are also governed by public international law—for example, by treaties on statelessness and the European Convention on Nationality. Nationality differs technically and legally from citizenship, which is a different legal relationship between a person and a country. The noun national can include both citizens and non-citizens. The most common distinguishing feature of citizenship is that citizens have the right to participate in the political life of the state, such as by voting or standing for election. However, in most modern countries all nationals are citizens of the state, and full citizens are always nationals of the state. In older texts the word nationality , rather than ethnicity , is often used to refer to an ethnic group . This older meaning of nationality is not defined by political borders or passport ownership and includes nations that lack an independent state . Individuals may also be considered nationals of groups with autonomous status that have ceded some power to a larger government.	relationship between an individual human and a state	wikipedia
Nationality	nationality	people having common origins or traditions and often comprising a nation	nationality	wordnet
Nationality	nationality	an ethnic group forming a part of one or more political nations.	NA	owlbot
Nationality	nationality	A nationality is a people	NA	GenericsKB
Known for	know	"Knowledge is a familiarity, awareness, or understanding of someone or something, such as facts , skills , or objects . Knowledge can be acquired in many different ways and from many difference sources, including but not limited to experience, education, reason, memory, scientific inquiry, exploration, and practice. The philosophical study of knowledge is called epistemology. Knowledge can refer to a theoretical or practical understanding of a subject. It can be implicit or explicit ; formal or informal; systematic or particular. The philosopher Plato famously pointed out the need for a distinction between knowledge and true belief in the Theaetetus , leading many to attribute to him a definition of knowledge as ""justified true belief"". The difficulties with this definition raised by the Gettier problem have been the subject of extensive debate in epistemology for more than half a century."	experience or education by perceiving, discovering, or learning; theoretical or practical understanding of a subject	wikipedia
Known for	known	be familiar or acquainted with a person or an object	know	wordnet
Known for	known	have developed a relationship with (someone) through meeting and spending time with them; be familiar or friendly with.	NA	owlbot
Known for	know	Knows are knowing	NA	GenericsKB
Awards	awards	An award , sometimes called a distinction , is something given to a recipient as a token of recognition of excellence in a certain field. When the token is a medal, ribbon or other item designed for wearing, it is known as a decoration. An award may be described by three aspects: 1) who is given 2) what 3) by whom, all varying according to purpose. The recipient is often a single person or else a representative of a group of people, be it an organisation, a sports team or a whole country. The award item may be a decoration, that is an insignia suitable for wearing, such as a medal , badge, ribbon or pin. It can also be a token object such as prize, trophy or commemorative plaque. The award may also be or be accompanied by a title, certificate or diploma, as well as an object of direct value such as money or a scholarship. Furthermore, an honorable mention is an award given, typically in education, that does not confer the recipient a higher standing but is considered worth mentioning in an honourable way. An award may be conferred as a state decoration by sovereign state, dynasty or other public authority , or else a private organisation or individual. The latter may also include ecclesiastical authorities, such as in the case of ecclesiastical awards. For example, the Nobel Prize recognizes contributions to society, while the Pulitzer prize honors literary achievements. An award may also simply be a public acknowledgment of excellence, without any tangible token or prize. Awards for sports tournaments often take the form of cups, following a tradition harking back to the ancient Greek tripod given to winners in athletic contests. The Stanley Cup is a modern example. In contrast, awards for employee recognition often take the form of plaques or crystal pieces.. An award may carry a monetary prize given to the recipient. Finally, an award may recognize participation rather than victory. There is controversy regarding the appropriateness of participation awards for students in United States schools. A relative field to awards is phaleristics, an auxiliary science of history and numismatics which studies orders, fraternities and award items, such as medals and other decorations.	something given to a person or a group of people to recognize their merit or excellence	wikipedia
Awards	awards	something given for victory or superiority in a contest or competition or for winning a lottery	prize, award	wordnet
Awards	awards	give or order the giving of (something) as an official payment, compensation, or prize to (someone).	NA	owlbot
Awards	award	Award is a gift	NA	GenericsKB
Fields	fields	Field may refer to:	Wikimedia disambiguation page	wikipedia
Fields	fields	a piece of land cleared of trees and usually enclosed	field	wordnet
Fields	fields	a particular branch of study or sphere of activity or interest.	NA	owlbot
Fields	field	Field crops producers in other countries compete directly with U	NA	GenericsKB
Doctoral advisor	doctoral advisor	"A doctoral advisor is a member of a university faculty whose role is to guide graduate students who are candidates for a doctorate, helping them select coursework, as well as shaping, refining and directing the students' choice of sub-discipline in which they will be examined or on which they will write a dissertation. Students generally choose advisors based on their areas of interest within their discipline, their desire to work closely with particular graduate faculty, and the willingness and availability of those faculty to work with them. In some countries, the student's advisor serves as the chair of the doctoral examination or dissertation committees. In some cases, though, the person who serves those roles may be different from the faculty member who has most closely advised the student. For instance, in the Dutch academic system, only full professors and associate professors may chair doctoral examinations, so students who have been advised by lower-ranked faculty members will have a full or associate professor as their official advisor and their actual advisor as co-promoter. In other countries, such as Spain, the doctoral advisor has the role of a mentor, but is not allowed to form part of the examination committee. This is a body of five experts independently selected by the rectorate among ten candidates proposed by the university's department. An academic genealogy may be traced based on student's doctoral advisors, going up and down the lines of academic ""descent"" in a manner analogous to a traditional genealogy."	Person who supervises the doctoral research of a graduate student	wikipedia
Doctoral advisor	doctoral	of or relating to a doctor or doctorate	doctoral, doctorial	wordnet
Doctoral advisor	advisor	an expert who gives advice	adviser, advisor, consultant	wordnet
Doctoral advisor	doctoral	Doctor is a adult	NA	GenericsKB
Doctoral advisor	advisor	Advisors are advisors	NA	GenericsKB
