key	keyword	definition	description	source
Sovereign state	sovereign	"Sovereign is a title which can be applied to the highest leader in various categories. The word is borrowed from Old French souverain , which is ultimately derived from the Latin word superānus , meaning ""above"". The roles of a sovereign vary from monarch or head of state to head of municipal government or head of a chivalric order. As a result, the word sovereign has more recently also come to mean independence or autonomy."	leader of a monarchy	wikipedia
Sovereign state	sovereign	a nation's ruler or head of state usually by hereditary right	sovereign, crowned_head, monarch	wordnet
Sovereign state	state	a politically organized body of people under a single government	state, nation, country, land, commonwealth, res_publica, body_politic	wordnet
Sovereign state	sovereign state	Most sovereign states are states 'de jure' and 'de facto'	NA	GenericsKB
Country	country	"The term country refers to a political state, nation, or controlled territory. It is often referred to as the land of an individual's birth, residence, or citizenship. A country may be an independent sovereign state or part of a larger state, as a non-sovereign or formerly sovereign political division, a physical territory with a government, or a geographic region associated with sets of previously independent or differently associated people with distinct political characteristics. It is not inherently sovereign. Countries can refer both to sovereign states and to other political entities, while other times it can refer only to states. For example, the CIA World Factbook uses the word in its ""Country name"" field to refer to ""a wide variety of dependencies, areas of special sovereignty, uninhabited islands, and other entities in addition to the traditional countries or independent states"". The largest country in the world is Russia, while the most populous is China, followed by India and the United States of America. The newest country is South Sudan."	distinct region in geography; a broad term that can include political divisions or regions associated with distinct political characteristics	wikipedia
Country	country	the territory occupied by a nation	country, state, land	wordnet
Country	country	an area or region with regard to its physical features.	NA	owlbot
Country	country	A country is an unit	NA	GenericsKB
Region	region	In geography, regions are areas that are broadly divided by physical characteristics , human impact characteristics , and the interaction of humanity and the environment . Geographic regions and sub-regions are mostly described by their imprecisely defined, and sometimes transitory boundaries, except in human geography, where jurisdiction areas such as national borders are defined in law. Apart from the global continental regions, there are also hydrospheric and atmospheric regions that cover the oceans, and discrete climates above the land and water masses of the planet. The land and water global regions are divided into subregions geographically bounded by large geological features that influence large-scale ecologies, such as plains and features. As a way of describing spatial areas, the concept of regions is important and widely used among the many branches of geography, each of which can describe areas in regional terms. For example, ecoregion is a term used in environmental geography, cultural region in cultural geography, bioregion in biogeography, and so on. The field of geography that studies regions themselves is called regional geography. In the fields of physical geography, ecology, biogeography, zoogeography, and environmental geography, regions tend to be based on natural features such as ecosystems or biotopes, biomes, drainage basins, natural regions, mountain ranges, soil types. Where human geography is concerned, the regions and subregions are described by the discipline of ethnography. A region has its own nature that could not be moved. The first nature is its natural environment . The second nature is its physical elements complex that were built by people in the past. The third nature is its socio-cultural context that could not be replaced by new immigrants.	2D or 3D defined space, mainly in terrestrial and astrophysics sciences	wikipedia
Region	region	the extended spatial location of something	region, part	wordnet
Region	region	a part of the body, especially around or near an organ.	NA	owlbot
Region	region	A region is a location	NA	GenericsKB
Ceremonial county	ceremonial county	"The counties and areas for the purposes of the lieutenancies , also referred to as the lieutenancy areas of England and informally known as ceremonial counties , are areas of England to which lord-lieutenants are appointed. Legally, the areas in England, as well as in Wales and Scotland, are defined by the Lieutenancies Act 1997 as ""counties and areas for the purposes of the lieutenancies in Great Britain"", in contrast to the areas used for local government. They are also informally known as ""geographic counties"", to distinguish them from other types of counties of England."	collective name for areas, in England, to which a Lord Lieutenant is appointed	wikipedia
Ceremonial county	ceremonial	marked by pomp or ceremony or formality	ceremonial	wordnet
Ceremonial county	county	(United States) the largest administrative district within a state	county	wordnet
Ceremonial county	ceremonial	Ceremonials routinely commemorate the roots of the institutions they celebrate	NA	GenericsKB
Ceremonial county	county	Counties are administrative arms of the state	NA	GenericsKB
Historic County	historic county	The historic counties of Wales are sub-divisions of Wales	Wikimedia list article	wikipedia
Historic County	historic	belonging to the past; of what is important or famous in the past	historic, historical	wordnet
Historic County	county	(United States) the largest administrative district within a state	county	wordnet
Historic County	county	Counties are Completely Within states	NA	GenericsKB
Local government	local government	A local government is a form of public administration which, in a majority of contexts, exists as the lowest tier of administration within a given state. The term is used to contrast with offices at state level, which are referred to as the central government, national government, or federal government and also to supranational government which deals with governing institutions between states. Local governments generally act within powers delegated to them by legislation or directives of the higher level of government. In federal states, local government generally comprises the third tier of government, whereas in unitary states, local government usually occupies the second or third tier of government, often with greater powers than higher-level administrative divisions. The question of municipal autonomy is a key question of public administration and governance. The institutions of local government vary greatly between countries, and even where similar arrangements exist, the terminology often varies. Common names for local government entities include state, province, region, department, county, prefecture, district, city, township, town, borough, parish, municipality, shire, village, and local service district.	lowest tier of administration within a given state	wikipedia
Local government	local	public transport consisting of a bus or train that stops at all stations or stops	local	wordnet
Local government	government	the study of government of states and other political units	politics, political_science, government	wordnet
Local government	local government	the administration of a particular county or district, with representatives elected by those who live there.	NA	owlbot
Local government	local government	Local government belongs to the citizens it has pledged to protect and serve	NA	GenericsKB
City status	city status	"City status is a symbolic and legal designation given by a national or subnational government. A municipality may receive city status because it already has the qualities of a city, or because it has some special purpose. Historically, city status was a privilege granted by royal letters of patent. The status would allow markets and/or foreign trade, in contrast to towns. Sovereigns could establish cities by decree, e.g. Helsinki, regardless of what was in the location beforehand. Also, with the establishment of federal governments, the new capital could be established from scratch, e.g. Brasília, without going through organic growth from a village to a town. British city status was historically conferred on settlements with a diocesan cathedral; in more recent times towns apply to receive city status at times of national celebration. In the United States city can be used for much smaller settlements. The Government of China in 1982–1997 upgraded many counties to cities by decree, thereby increasing their city count from 250 to more than 650 during this period. Almost 15% of the counties in China became cities. The new ""cities"" may include large rural areas as well as urban areas. The upgrade was considered desirable by local governments because the new status provides additional powers of taxation and administration, the right to expand the size of government, and an increase in the proportion of land which could be converted from agriculture to buildings."	symbolic and legal designation given by a national or subnational government	wikipedia
