key	keyword	definition	description	source
Région	région			wordnet
Coordinates	coordinates	"In geometry, a coordinate system is a system that uses one or more numbers, or coordinates , to uniquely determine the position of the points or other geometric elements on a manifold such as Euclidean space. The order of the coordinates is significant, and they are sometimes identified by their position in an ordered tuple and sometimes by a letter, as in ""the x -coordinate"". The coordinates are taken to be real numbers in elementary mathematics, but may be complex numbers or elements of a more abstract system such as a commutative ring. The use of a coordinate system allows problems in geometry to be translated into problems about numbers and vice versa ; this is the basis of analytic geometry."	System for determining the position of a point by a tuple of scalars	wikipedia
Coordinates	coordinates	a number that identifies a position relative to an axis	coordinate, co-ordinate	wordnet
Coordinates	coordinates	bring the different elements of (a complex activity or organization) into a harmonious or efficient relationship.	NA	owlbot
Département	département	"In the administrative divisions of France, the department mɑ̃]) is one of the three levels of government under the national level , between the administrative regions and the communes. Ninety-six departments are in metropolitan France, and five are overseas departments, which are also classified as overseas regions. Departments are further subdivided into 334 arrondissements, themselves divided into cantons; the last two have no autonomy, and are used for the organisation of police, fire departments, and sometimes, elections. Each department is administered by an elected body called a departmental council , conseils départementaux ). From 1800 to April 2015, these were called general councils ). Each council has a president. Their main areas of responsibility include the management of a number of social and welfare allowances, of junior high school buildings and technical staff, and local roads and school and rural buses, and a contribution to municipal infrastructures. Local services of the state administration are traditionally organised at departmental level, where the prefect represents the government; however, regions have gained importance since the 2000s, with some department-level services merged into region-level services. The departments were created in 1790 as a rational replacement of Ancien Régime provinces with a view to strengthen national unity; the title ""department"" is used to mean a part of a larger whole. Almost all of them were named after physical geographical features , rather than after historical or cultural territories which could have their own loyalties. The division of France into departments was a project particularly identified with the French revolutionary leader the Abbé Sieyès, although it had already been frequently discussed and written about by many politicians and thinkers. The earliest known suggestion of it is from 1764 in the writings of d'Argenson. They have inspired similar divisions in many countries, some of them former French colonies. Most French departments are assigned a two-digit number, the ""Official Geographical Code"", allocated by the Institut national de la statistique et des études économiques. Overseas departments have a three-digit number. The number is used, for example, in the postal code, and was until recently used for all vehicle registration plates. While residents commonly use the numbers to refer to their own department or a neighbouring one, more distant departments are generally referred to by their names, as few people know the numbers of all the departments. For example, inhabitants of Loiret might refer to their department as ""the 45"". In 2014, President François Hollande proposed to abolish departmental councils by 2020, which would have maintained the departments as administrative divisions, and to transfer their powers to other levels of governance. This reform project has since been abandoned."	subdivision of a region of France	wikipedia
Département	département			wordnet
Settled	settled	A settler is a person who has migrated to an area and established a permanent residence there, often to colonize the area. It is also used to describe people whose ancestors migrated to a new area, or who were born into an already established settler colony. Settlers are generally from a sedentary culture, as opposed to nomadic peoples who may move settlements seasonally, within traditional territories. Settlement usually relies on dispossession of already established populations within the contested area, and because of this it can be a very violent process. Many times settlers are backed by governments or large countries.	person who has migrated to an area and established permanent residence there	wikipedia
Settled	settled	take up residence and become established	settle, locate	wordnet
Settled	settled	adopt a more steady or secure style of life, especially in a permanent job and home.	NA	owlbot
Settled	settle	A settle is a bench	NA	GenericsKB
Communes d'arrondissement	communes	A commune is an intentional community of people sharing living spaces, interests, values, beliefs, and often property, possessions, and resources in common. In some communes, the people also share common work, income or assets. In addition to the communal economy, consensus decision-making, non- hierarchical structures and ecological living have become important core principles for many communes. There are many contemporary intentional communities all over the world, a list of which can be found at the Fellowship for Intentional Community .	community of people living together, sharing common interests	wikipedia
Communes d'arrondissement	d	D or d is the fourth letter of the modern English alphabet and the ISO basic Latin alphabet. Its name in English is dee , plural dees.	letter of the Latin alphabet	wikipedia
Communes d'arrondissement	arrondissement	An arrondissement ) is any of various administrative divisions of France, Belgium, Haiti, certain other Francophone countries, as well as the Netherlands.	administrative division of certain Francophone countries and the Netherlands	wikipedia
Communes d'arrondissement	communes	the smallest administrative district of several European countries	commune	wordnet
Communes d'arrondissement	d	the 4th letter of the Roman alphabet	D, d	wordnet
Communes d'arrondissement	arrondissement			wordnet
Communes d'arrondissement	communes	A commune is a district	NA	GenericsKB
