key	keyword	definition	description	source
Names	names	"A name is a term used for identification. They can identify a class or category of things, or a single thing, either uniquely, or within a given context. The entity identified by a name is called its referent. A personal name identifies, not necessarily uniquely, a specific individual human. The name of a specific entity is sometimes called a proper name and is, when consisting of only one word, a proper noun. Other nouns are sometimes called "" common names "" or "" general names "". A name can be given to a person, place, or thing; for example, parents can give their child a name or a scientist can give an element a name. Caution must be exercised when translating, for there are ways that one language may prefer one type of name over another. For example, the French sometimes refer to Aristotle as ""le Stagirite"" from one spelling of his place of birth, and English speakers often refer to Shakespeare as ""The Bard"", recognizing him as a paragon writer of the language."	word or term used for identification; see also proper noun (Q147276) and personal name (Q1071027)	wikipedia
Names	names	a person's reputation	name	wordnet
Names	names	(in the UK) an insurance underwriter belonging to a Lloyd's syndicate.	NA	owlbot
Names	name	A name is a part	NA	GenericsKB
Activity sectors	activity	a process existing in or produced by nature (rather than by the intent of human beings)	natural_process, natural_action, action, activity	wordnet
Activity sectors	sectors	a particular aspect of life or activity	sector, sphere	wordnet
Activity sectors	activity	Activities affect development	NA	GenericsKB
Activity sectors	sector	Sector investing concentrates investment dollars in one group of related companies	NA	GenericsKB
Competencies	competencies	the quality of being adequately or well qualified physically and intellectually	competence, competency	wordnet
Competencies	competencies	the ability to do something successfully or efficiently.	NA	owlbot
Competencies	competency	Competencies are the skills knowledge and abilities that are required to excel as a leader	NA	GenericsKB
Fields ofemployment	fields	somewhere (away from a studio or office or library or laboratory) where practical work is done or data is collected	field	wordnet
Fields ofemployment	ofemployment			wordnet
Fields ofemployment	field	Field based work refers to course assignments which involve school age children	NA	GenericsKB
Related jobs	related	Related is an American comedy-drama television series that aired on The WB network from October 5, 2005, to March 20, 2006, during the 2005–2006 television season. It revolved around the lives of four close-knit sisters of Italian descent, raised in Brooklyn and living in New York City. The show was created by former Sex and the City writer Liz Tuccillo, and executive produced by Friends co-creator Marta Kauffman. Despite heavy promotion, initial ratings did not warrant the show being picked up for a second season when The WB network was folded into The CW. The untitled Related theme song is sung by The Veronicas, whose music was regularly featured in episodes.	television series	wikipedia
Related jobs	job	A job , employment , work or occupation , is a person's role in society. More specifically, a job is an activity, often regular and often performed in exchange for payment . Many people have multiple jobs . A person can begin a job by becoming an employee, volunteering, starting a business, or becoming a parent. The duration of a job may range from temporary to a lifetime . An activity that requires a person's mental or physical effort is work . If a person is trained for a certain type of job, they may have a profession. Typically, a job would be a subset of someone's career. The two may differ in that one usually retires from their career, versus resignation or termination from a job.	activity done by a person to earn money	wikipedia
Related jobs	related	be relevant to	refer, pertain, relate, concern, come_to, bear_on, touch, touch_on, have-to_doe_with	wordnet
Related jobs	jobs	an object worked on; a result produced by working	job	wordnet
Related jobs	job	Job hunting is often harder work than a job	NA	GenericsKB
