key	keyword	definition	description	source
Nickname(s)	nickname	"A nickname is a substitute for the proper name of a familiar person, place or thing. Commonly used to express affection, it is a form of endearment and amusement. In rarer cases, it can also be used to express defamation of character, particularly by school bullies. As a concept, it is distinct from both pseudonym and stage name, and also from a title , although there may be overlap in these concepts. A hypocoristic is a nickname of affection between those in love or with a close emotional bond. ""Moniker"" is a synonym."	informal name of a person, place, or thing	wikipedia
Nickname(s)	nickname	give a nickname to	dub, nickname	wordnet
Nickname(s)	nickname	a familiar or humorous name given to a person or thing instead of or as well as the real name.	NA	owlbot
Nickname(s)	nickname	A nickname is a designation	NA	GenericsKB
Country	country	"The term country refers to a political state, nation, or controlled territory. It is often referred to as the land of an individual's birth, residence, or citizenship. A country may be an independent sovereign state or part of a larger state, as a non-sovereign or formerly sovereign political division, a physical territory with a government, or a geographic region associated with sets of previously independent or differently associated people with distinct political characteristics. It is not inherently sovereign. Countries can refer both to sovereign states and to other political entities, while other times it can refer only to states. For example, the CIA World Factbook uses the word in its ""Country name"" field to refer to ""a wide variety of dependencies, areas of special sovereignty, uninhabited islands, and other entities in addition to the traditional countries or independent states"". The largest country in the world is Russia, while the most populous is China, followed by India and the United States of America. The newest country is South Sudan."	distinct region in geography; a broad term that can include political divisions or regions associated with distinct political characteristics	wikipedia
Country	country	the territory occupied by a nation	country, state, land	wordnet
Country	country	districts and small settlements outside large urban areas or the capital.	NA	owlbot
Country	country	Countries affect coastal states	NA	GenericsKB
State	state	a politically organized body of people under a single government	state, nation, country, land, commonwealth, res_publica, body_politic	wordnet
State	state	the particular condition that someone or something is in at a specific time.	NA	owlbot
State	state	A state is a district	NA	GenericsKB
