key	keyword	definition	description	source
Species	species	"In biology, a species ) is the basic unit of classification and a taxonomic rank of an organism, as well as a unit of biodiversity. A species is often defined as the largest group of organisms in which any two individuals of the appropriate sexes or mating types can produce fertile offspring, typically by sexual reproduction. Other ways of defining species include their karyotype, DNA sequence, morphology, behaviour or ecological niche. In addition, paleontologists use the concept of the chronospecies since fossil reproduction cannot be examined. The total number of species is estimated to be between 8 and 8.7 million. However the vast majority of them are not studied or documented and it may take over 1000 years to fully catalogue them all. All species are given a two-part name, a ""binomial"". The first part of a binomial is the genus to which the species belongs. The second part is called the specific name or the specific epithet . For example, Boa constrictor is one of four species of the genus Boa , with constrictor being the species’ epithet. While the definitions given above may seem adequate, when looked at more closely they represent problematic species concepts. For example, the boundaries between closely related species become unclear with hybridisation, in a species complex of hundreds of similar microspecies, and in a ring species. Also, among organisms that reproduce only asexually, the concept of a reproductive species breaks down, and each clone is potentially a microspecies. Though none of these are entirely satisfactory definitions, scientists and conservationists need a species definition which allows them to work, regardless of the theoretical difficulties. If species were fixed and clearly distinct from one another, there would be no problem, but evolutionary processes cause species to change continually, and to grade into one another. Species were seen from the time of Aristotle until the 18th century as fixed categories that could be arranged in a hierarchy, the great chain of being. In the 19th century, biologists grasped that species could evolve given sufficient time. Charles Darwin's 1859 book The Origin of Species explained how species could arise by natural selection. That understanding was greatly extended in the 20th century through genetics and population ecology. Genetic variability arises from mutations and recombination, while organisms themselves are mobile, leading to geographical isolation and genetic drift with varying selection pressures. Genes can sometimes be exchanged between species by horizontal gene transfer; new species can arise rapidly through hybridisation and polyploidy; and species may become extinct for a variety of reasons. Viruses are a special case, driven by a balance of mutation and selection, and can be treated as quasispecies."	one of the basic units of biological classification and a taxonomic rank	wikipedia
Species	species	(biology) taxonomic group whose members can interbreed	species	wordnet
Species	species	a kind or sort.	NA	owlbot
Species	species	Species is kinds	NA	GenericsKB
Breed	breed	"A breed is a specific group of domestic animals having homogeneous appearance , homogeneous behavior, and/or other characteristics that distinguish it from other organisms of the same species. In literature, there exist several slightly deviating definitions. Breeds are formed through genetic isolation and either natural adaptation to the environment or selective breeding, or a combination of the two. Despite the centrality of the idea of ""breeds"" to animal husbandry and agriculture, no single, scientifically accepted definition of the term exists. It was shown by set- theoretic means that for the term breed an infinite number of different definitions, which more or less meet the common requirements found in literature, can be given. A breed is therefore not an objective or biologically verifiable classification but is instead a term of art amongst groups of breeders who share a consensus around what qualities make some members of a given species members of a nameable subset. Another point of view is that a breed is consistent enough in type to be logically grouped together and when mated within the group produce the same type. When bred together, individuals of the same breed pass on these predictable traits to their offspring, and this ability – known as ""breeding true"" – is a requirement for a breed. Plant breeds are more commonly known as cultivars. The offspring produced as a result of breeding animals of one breed with other animals of another breed are known as crossbreeds or mixed breeds. Crosses between animal or plant variants above the level of breed/cultivar are referred to as hybrids."	specific group of domestic animals	wikipedia
Breed	breed	a special variety of domesticated animals within a species	breed, strain, stock	wordnet
Breed	breed	a stock of animals or plants within a species having a distinctive appearance and typically having been developed by deliberate selection.	NA	owlbot
Breed	breed	A breed is variety	NA	GenericsKB
Sex	sex	Organisms of many species are specialized into male and female varieties, each known as a sex. Sexual reproduction involves the combining and mixing of genetic traits: specialized cells known as gametes combine to form offspring that inherit traits from each parent. The gametes produced by an organism define its sex: males produce small gametes while females produce large gametes . Individual organisms which produce both male and female gametes are termed hermaphroditic. Gametes can be identical in form and function , but, in many cases, an asymmetry has evolved such that two different types of gametes exist . Physical differences are often associated with the different sexes of an organism; these sexual dimorphisms can reflect the different reproductive pressures the sexes experience. For instance, mate choice and sexual selection can accelerate the evolution of physical differences between the sexes. Among humans and other mammals, males typically carry an X and a Y chromosome , whereas females typically carry two X chromosomes , which are a part of the XY sex-determination system. Humans may also be intersex. Other animals have various sex-determination systems, such as the ZW system in birds, the X0 system in insects, and various environmental systems, for example in reptiles and crustaceans. Fungi may also have more complex allelic mating systems, with sexes not accurately described as male, female, or hermaphroditic.	either of two main divisions (male and female) into which many organisms can be placed according to reproductive function or organs	wikipedia
Sex	sex	the properties that distinguish organisms on the basis of their reproductive roles	sex, gender, sexuality	wordnet
