key	keyword	definition	description	source
Designer(s)	designer	"A designer is a person who plans the look or workings of something prior to it being made, by preparing drawings or plans. More formally, a designer is an agent that ""specifies the structural properties of a design object"". In practice, anyone who creates tangible or intangible objects, products, processes, laws, games, graphics, services, and experiences is referred to as a designer."	person who designs	wikipedia
Designer(s)	designer	someone who creates plans to be used in making something (such as buildings)	architect, designer	wordnet
Designer(s)	designer	a person who plans the look or workings of something prior to it being made, by preparing drawings or plans.	NA	owlbot
Designer(s)	designer	A designer is a specialist	NA	GenericsKB
Players	players	 Play , an activity done for enjoyment by animals, including humans 	Wikimedia disambiguation page	wikipedia
Players	players	a person who participates in or is skilled at some game	player, participant	wordnet
Players	players	an actor.	NA	owlbot
Players	player	A player is a contestant	NA	GenericsKB
Setup time	setup time	"In electronics, a flip-flop or latch is a circuit that has two stable states and can be used to store state information – a bistable multivibrator. The circuit can be made to change state by signals applied to one or more control inputs and will have one or two outputs. It is the basic storage element in sequential logic. Flip-flops and latches are fundamental building blocks of digital electronics systems used in computers, communications, and many other types of systems. Flip-flops and latches are used as data storage elements. A flip-flop is a device which stores a single bit of data; one of its two states represents a ""one"" and the other represents a ""zero"". Such data storage can be used for storage of state , and such a circuit is described as sequential logic in electronics. When used in a finite-state machine, the output and next state depend not only on its current input, but also on its current state . It can also be used for counting of pulses, and for synchronizing variably-timed input signals to some reference timing signal. Flip-flops can be either level-triggered or edge-triggered . The term flip-flop has historically referred generically to both level-triggered and edge-triggered circuits that store a single bit of data using gates. Recently, some authors reserve the term flip-flop exclusively for discussing clocked circuits; the simple ones are commonly called transparent latches. Using this terminology, a level-sensitive flip-flop is called a transparent latch, whereas an edge- triggered flip-flop is simply called a flip-flop. Using either terminology, the term ""flip-flop"" refers to a device that stores a single bit of data, but the term ""latch"" may also refer to a device that stores any number of bits of data using a single trigger. The terms ""edge-triggered"", and ""level-triggered"" may be used to avoid ambiguity. When a level-triggered latch is enabled it becomes transparent, but an edge- triggered flip-flop's output only changes on a single type of clock edge."	circuit that has two stable states and can be used to store state information	wikipedia
Setup time	setup	the way something is organized or arranged	setup	wordnet
Setup time	time	the continuum of experience in which events pass from the future through the present to the past	time	wordnet
Setup time	setup	Setup has characteristics	NA	GenericsKB
Setup time	time	Time affects risk perception	NA	GenericsKB
Playing time	play	Andy Dixon is a Canadian artist and musician, who gained notoriety as a member of the North Vancouver punk rock band d	Canadian musician	wikipedia
