key	keyword	definition	description	source
Also known as	also known as	A pseudonym or alias is a name that a person or group assumes for a particular purpose, which can differ from their first or true name . The term is not used when a new name entirely replaces an individual's own.	name that a person or group assumes for a particular purpose, which differs from their original or true name (orthonym)	wikipedia
Also known as	known	be familiar or acquainted with a person or an object	know	wordnet
Also known as	known	have developed a relationship with (someone) through meeting and spending time with them; be familiar or friendly with.	NA	owlbot
Also known as	know	Knows are knowing	NA	GenericsKB
Genre	genre	Genre ʒɑn.ɹə/) is any form or type of communication in any mode with socially-agreed-upon conventions developed over time. Genre is most popularly known as a category of literature, music, or other forms of art or entertainment, whether written or spoken, audio or visual, based on some set of stylistic criteria, yet genres can be aesthetic, rhetorical, communicative, or functional. Genres form by conventions that change over time as cultures invent new genres and discontinue the use of old ones. Often, works fit into multiple genres by way of borrowing and recombining these conventions. Stand-alone texts, works, or pieces of communication may have individual styles, but genres are amalgams of these texts based on agreed-upon or socially inferred conventions. Some genres may have rigid, strictly adhered-to guidelines, while others may show great flexibility. Genre began as an absolute classification system for ancient Greek literature, as set out in Aristotle's Poetics. For Aristotle, poetry , prose, and performance each had specific design features that supported appropriate content of each genre. Speech patterns for comedy would not be appropriate for tragedy, for example, and even actors were restricted to their genre under the assumption that a type of person could tell one type of story best. In later periods genres proliferated and developed in response to changes in audiences and creators. Genre became a dynamic tool to help the public make sense out of unpredictable art. Because art is often a response to a social state, in that people write/paint/sing/dance about what they know about, the use of genre as a tool must be able to adapt to changing meanings. Proponents argue that the genius of an effective genre piece is in the variation, recombination, and evolution of the codes. Genre suffers from the ills of any classification system. Musician, Ezra LaFleur, argues that discussion of genre should draw from Ludwig Wittgenstein's idea of family resemblance. Genres are helpful labels for communicating but do not necessarily have a single attribute that is the essence of the genre.	category of creative works based on stylistic, thematic or technical criteria	wikipedia
Genre	genre	an expressive style of music	music_genre, musical_genre, genre, musical_style	wordnet
Genre	genre	a style or category of art, music, or literature.	NA	owlbot
Genre	genre	A genre is a kind	NA	GenericsKB
Created by	create	 Creativity, phenomenon whereby something new and valuable is created	CE	wikipedia
Created by	created	create or manufacture a man-made product	produce, make, create	wordnet
Created by	created	bring (something) into existence.	NA	owlbot
Voices of	voice	"The human voice consists of sound made by a human being using the vocal tract, such as talking, singing, laughing, crying, screaming, shouting, yelling etc. The human voice frequency is specifically a part of human sound production in which the vocal folds are the primary sound source. Generally speaking, the mechanism for generating the human voice can be subdivided into three parts; the lungs, the vocal folds within the larynx , and the articulators. The lungs, the ""pump"" must produce adequate airflow and air pressure to vibrate vocal folds. The vocal folds then vibrate to use airflow from the lungs to create audible pulses that form the laryngeal sound source. The muscles of the larynx adjust the length and tension of the vocal folds to ‘fine-tune’ pitch and tone. The articulators articulate and filter the sound emanating from the larynx and to some degree can interact with the laryngeal airflow to strengthen or weaken it as a sound source. The vocal folds, in combination with the articulators, are capable of producing highly intricate arrays of sound. The tone of voice may be modulated to suggest emotions such as anger, surprise, fear, happiness or sadness. The human voice is used to express emotion, and can also reveal the age and sex of the speaker. Singers use the human voice as an instrument for creating music."	sound made by a human being using the vocal folds for talking, singing, laughing, crying, screaming, etc	wikipedia
Voices of	voices	something suggestive of speech in being a medium of expression	voice	wordnet
Voices of	voices	the sound produced in a person's larynx and uttered through the mouth, as speech or song.	NA	owlbot
Voices of	voice	A voice is sound	NA	GenericsKB
