key	keyword	definition	description	source
Japanese Name	japanese name	"Japanese names in modern times usually consist of a family name , followed by a given name. More than one given name is not generally used. Japanese names are usually written in kanji , which are characters usually Chinese in origin but Japanese in pronunciation. The kanji for a name may have a variety of possible Japanese pronunciations, hence parents might use hiragana or katakana when giving a birth name to their newborn child. Names written in hiragana or katakana are phonetic renderings, and so lack the visual meaning of names expressed in the logographic kanji. Japanese family names are extremely varied: according to estimates, there are over 100,000 different surnames in use today in Japan. The three most common family names in Japan are Satō , Suzuki , and Takahashi . This diversity is in stark contrast to the situation in other nations of the East Asian cultural sphere, which reflects a different history: while Chinese surnames have been in use for millennia and were often reflective of an entire clan or adopted from nobles and were thence transferred to Korea and Vietnam via noble names, the vast majority of modern Japanese family names date only to the 19th century, following the Meiji restoration, and were chosen at will. The recent introduction of surnames has two additional effects: Japanese names became widespread when the country had a very large population instead of dating to ancient times , and since little time has passed, Japanese names have not experienced as significant a surname extinction as has occurred in the much longer history in China. Surnames occur with varying frequency in different regions; for example, the names Chinen , Higa , and Shimabukuro are common in Okinawa but not in other parts of Japan; this is mainly due to differences between the language and culture of Yamato people and Okinawans. Many Japanese family names derive from features of the rural landscape; for example, Ishikawa means ""river of the stones"", Yamamoto means ""the base of the mountain"", and Inoue means ""above the well"". While family names follow relatively consistent rules, given names are much more diverse in pronunciation and character usage. While many common names can easily be spelled or pronounced, many parents choose names with unusual characters or pronunciations, and such names cannot in general be spelled or pronounced unless both the spelling and pronunciation are given. Unusual pronunciations have especially become common, with this trend having increased significantly since the 1990s. For example, the popular masculine name 大翔 is traditionally pronounced ""Hiroto"", but in recent years alternative pronunciations ""Haruto"", ""Yamato"", ""Taiga"", ""Sora"", ""Taito"", ""Daito"", and ""Masato"" have all entered use. Male names often end in -rō -ta or -o , or contain ichi ""; e.g. ""Ken'ichi""), kazu "", along with several other possible characters; e.g. ""Kazuhiro""), ji "" or 次 ""next""; e.g. ""Jirō""), or dai . Female names often end in -ko or -mi . Other popular endings for female names include -ka and -na ."	naming customs of Japanese culture	wikipedia
Japanese Name	japanese	the language (usually considered to be Altaic) spoken by the Japanese	Japanese	wordnet
Japanese Name	japanese	relating to Japan or its language, culture, or people.	NA	owlbot
Japanese Name	japanese name	Japanese names consist of a family name, followed by a given name	NA	GenericsKB
Nickname(s)	nickname	"A nickname is a substitute for the proper name of a familiar person, place or thing. Commonly used to express affection, it is a form of endearment and amusement. In rarer cases, it can also be used to express defamation of character, particularly by school bullies. As a concept, it is distinct from both pseudonym and stage name, and also from a title , although there may be overlap in these concepts. A hypocoristic is a nickname of affection between those in love or with a close emotional bond. ""Moniker"" is a synonym."	informal name of a person, place, or thing	wikipedia
Nickname(s)	nickname	give a nickname to	dub, nickname	wordnet
Nickname(s)	nickname	a familiar or humorous name given to a person or thing instead of or as well as the real name.	NA	owlbot
Nickname(s)	nickname	A nickname is a designation	NA	GenericsKB
Motto	motto	A motto is the general motivation or intention of an individual, family, social group or organization. Mottos are usually found predominantly in written form , and may stem from long traditions of social foundations, or from significant events, such as a civil war or a revolution. A motto may be in any language, but Latin has been widely used, especially in the Western world.	short sentence expressing a motivation	wikipedia
Motto	motto	a favorite saying of a sect or political group	motto, slogan, catchword, shibboleth	wordnet
Motto	motto	a short sentence or phrase chosen as encapsulating the beliefs or ideals of an individual, family, or institution.	NA	owlbot
Motto	motto	A motto is expression	NA	GenericsKB
Coordinates	coordinates	"In geometry, a coordinate system is a system that uses one or more numbers, or coordinates , to uniquely determine the position of the points or other geometric elements on a manifold such as Euclidean space. The order of the coordinates is significant, and they are sometimes identified by their position in an ordered tuple and sometimes by a letter, as in ""the x -coordinate"". The coordinates are taken to be real numbers in elementary mathematics, but may be complex numbers or elements of a more abstract system such as a commutative ring. The use of a coordinate system allows problems in geometry to be translated into problems about numbers and vice versa ; this is the basis of analytic geometry."	System for determining the position of a point by a tuple of scalars	wikipedia
Coordinates	coordinates	a number that identifies a position relative to an axis	coordinate, co-ordinate	wordnet
Coordinates	coordinates	bring the different elements of (a complex activity or organization) into a harmonious or efficient relationship.	NA	owlbot
Javanese	javanese	The Javanese calendar is the calendar of the Javanese people	calendar used in Java, Indonesia	wikipedia
Javanese	javanese	the Indonesian language spoken on Java	Javanese	wordnet
Javanese	javanese	a native or inhabitant of Java, or a person of Javanese descent.	NA	owlbot
Country	country	"The term country refers to a political state, nation, or controlled territory. It is often referred to as the land of an individual's birth, residence, or citizenship. A country may be an independent sovereign state or part of a larger state, as a non-sovereign or formerly sovereign political division, a physical territory with a government, or a geographic region associated with sets of previously independent or differently associated people with distinct political characteristics. It is not inherently sovereign. Countries can refer both to sovereign states and to other political entities, while other times it can refer only to states. For example, the CIA World Factbook uses the word in its ""Country name"" field to refer to ""a wide variety of dependencies, areas of special sovereignty, uninhabited islands, and other entities in addition to the traditional countries or independent states"". The largest country in the world is Russia, while the most populous is China, followed by India and the United States of America. The newest country is South Sudan."	distinct region in geography; a broad term that can include political divisions or regions associated with distinct political characteristics	wikipedia
Country	country	the territory occupied by a nation	country, state, land	wordnet
Country	country	districts and small settlements outside large urban areas or the capital.	NA	owlbot
Country	country	A country is an unit	NA	GenericsKB
