key	keyword	definition	description	source
Type	type	Categorization is an activity that consists of putting things into categories based on their similarities or common criteria	cognitive process in which ideas and objects are recognized, differentiated, and understood	wikipedia
Type	type	(biology) the taxonomic group whose characteristics are used to define the next higher taxon	type	wordnet
Type	type	a design on either side of a medal or coin.	NA	owlbot
Type	type	A type is a kind	NA	GenericsKB
Manufacturer	manufacturer	Manufacturing is the production of products for use or sale using labor and machines, tools, chemical or biological processing or formulation, and is the essence of secondary industry. The term may refer to a range of human activity from handicraft to high tech but is most commonly applied to industrial design, in which raw materials from primary industry are transformed into finished goods on a large scale. Such finished goods may be sold to other manufacturers for the production of other more complex products , or distributed via the tertiary industry to end users and consumers . Manufacturing engineering or manufacturing process are the steps through which raw materials are transformed into a final product. The manufacturing process begins with the product design, and materials specification from which the product is made. These materials are then modified through manufacturing processes to become the required part. Modern manufacturing includes all intermediate processes required in the production and integration of a product's components. Some industries, such as semiconductor and steel manufacturers use the term fabrication instead. The manufacturing sector is closely connected with engineering and industrial design. Examples of major manufacturers in North America include General Motors Corporation, General Electric, Procter & Gamble, General Dynamics, Boeing, Pfizer Precision Castparts And FCA. Examples in Europe include Volkswagen Group, Siemens, FCA and Michelin. Examples in Asia include Toyota, Yamaha, Panasonic, LG, Samsung and Tata Motors.	industrial activity producing goods for sale using labor and machines	wikipedia
Manufacturer	manufacturer	someone who manufactures something	manufacturer, producer	wordnet
Manufacturer	manufacturer	a person or company that makes goods for sale.	NA	owlbot
Manufacturer	manufacturer	A manufacturer is business	NA	GenericsKB
Country of origin	country of origin	"Country of origin , represents the country or countries of manufacture, production, design, or brand origin where an article or product comes from. For multinational brands, COO may include multiple countries within the value-creation process. There are differing rules of origin under various national laws and international treaties. Country of origin labelling is also known as place-based branding , the made-in image or the ""nationality bias."" In some regions or industries, country of origin labelling may adopt unique local terms such as terroir used to describe wine appellations based on the specific region where grapes are grown and wine manufactured. Place-based branding has a very ancient history. Archaeological evidence points to packaging specifying the place of manufacture dating back to some 4,000 years ago. Over time, informal labels evolved into formal, often regulated labels providing consumers with information about product quality, manufacturer name and place of origin."	country of manufacture, production, or growth where an article or product comes from	wikipedia
Country of origin	country	the territory occupied by a nation	country, state, land	wordnet
Country of origin	origin	an event that is a beginning; a first part or stage of subsequent events	origin, origination, inception	wordnet
Country of origin	country of origin	Country of origin is a technical term which often means more than just where a product came from	NA	GenericsKB
Introduced	introduced	A Fever You Can't Sweat Out is the debut studio album by American pop rock band Panic! at the Disco	2005 studio album by Panic! at the Disco	wikipedia
Introduced	introduced	put or introduce into something	insert, infix, enter, introduce	wordnet
Introduced	introduced	insert or bring into something.	NA	owlbot
Discontinued	discontinued	come to or be at an end	discontinue	wordnet
Discontinued	discontinued	(of a product) no longer available or produced.	NA	owlbot
Colour	colour	"Color , or colour , is the characteristic of visual perception described through color categories , with names such as red, orange, yellow, green, blue, or purple. This perception of color derives from the stimulation of photoreceptor cells by electromagnetic radiation . Color categories and physical specifications of color are associated with objects through the wavelengths of the light that is reflected from them and their intensities. This reflection is governed by the object's physical properties such as light absorption, emission spectra, etc. By defining a color space, colors can be identified numerically by coordinates, which in 1931 were also named in global agreement with internationally agreed color names like mentioned above by the International Commission on Illumination. The RGB color space for instance is a color space corresponding to human trichromacy and to the three cone cell types that respond to three bands of light: long wavelengths, peaking near 564–580 nm ; medium-wavelength, peaking near 534–545 nm ; and short-wavelength light, near 420–440 nm . There may also be more than three color dimensions in other color spaces, such as in the CMYK color model, wherein one of the dimensions relates to a color's colorfulness). The photo-receptivity of the ""eyes"" of other species also varies considerably from that of humans and so results in correspondingly different color perceptions that cannot readily be compared to one another. Honeybees and bumblebees for instance have trichromatic color vision sensitive to ultraviolet but is insensitive to red. Papilio butterflies possess six types of photoreceptors and may have pentachromatic vision. The most complex color vision system in the animal kingdom has been found in stomatopods with up to 12 spectral receptor types thought to work as multiple dichromatic units. The science of color is sometimes called chromatics , colorimetry , or simply color science. It includes the study of the perception of color by the human eye and brain, the origin of color in materials, color theory in art, and the physics of electromagnetic radiation in the visible range ."	visual perception of light wavelengths	wikipedia
Colour	colour	(physics) the characteristic of quarks that determines their role in the strong interaction	color, colour	wordnet
Colour	colour	vivid appearance resulting from the juxtaposition of many bright things.	NA	owlbot
Colour	colour	Colour comes from iron oxide, copper carbonate or cobalt carbonate	NA	GenericsKB
