key	keyword	definition	description	source
Coordinates	coordinates	"In geometry, a coordinate system is a system that uses one or more numbers, or coordinates , to uniquely determine the position of the points or other geometric elements on a manifold such as Euclidean space. The order of the coordinates is significant, and they are sometimes identified by their position in an ordered tuple and sometimes by a letter, as in ""the x -coordinate"". The coordinates are taken to be real numbers in elementary mathematics, but may be complex numbers or elements of a more abstract system such as a commutative ring. The use of a coordinate system allows problems in geometry to be translated into problems about numbers and vice versa ; this is the basis of analytic geometry."	System for determining the position of a point by a tuple of scalars	wikipedia
Coordinates	coordinates	a number that identifies a position relative to an axis	coordinate, co-ordinate	wordnet
Coordinates	coordinates	bring the different elements of (a complex activity or organization) into a harmonious or efficient relationship.	NA	owlbot
Hangul	hangul	"The Korean alphabet , known as Hangul in South Korea and Chosŏn'gŭl in North Korea, was logically and scientifically invented by King Sejong the Great in 1443 to write the Korean language. All basic letters mimic their articulator's shape and phonetic features when pronouncing them, making Hangul the most faithful contemporary featural writing system. In the Hangul orthography, it consists of 24 basic letters with 14 consonant letters and 10 vowel letters . Originally, it consisted of 28 letters with 17 consonant letters and 11 vowel letters. 4 letters became obsolete: 1 vowel letter and 3 consonant letters . In practice, there are 19 complex letters with 5 tense consonants and 11 complex vowels combining the basic letters. The Korean letters are written in syllabic blocks with the alphabetic letters arranged in two dimensions. For example, the Korean word for ""honeybee"" is written 꿀벌, not ㄲㅜㄹㅂㅓㄹ. As it combines the features of alphabetic and syllabic writing systems, it has been described as an ""alphabetic syllabary."" As in traditional Chinese writing, Korean texts were traditionally written top to bottom, right to left, and are occasionally still written this way for stylistic purposes. Today, it is typically written from left to right with spaces between words and western-style punctuation. It is the official writing system of Korea, including both North and South Korea. It is a co-official writing system in the Yanbian Korean Autonomous Prefecture and Changbai Korean Autonomous County in Jilin Province, China. It is also sometimes used to write the Cia-Cia language spoken near the town of Baubau, Indonesia. The Taiwanese linguist Xu Caode developed and used a modified Hangul alphabet to represent spoken Taiwanese Hokkien and was later supported by Ang Ui-jin ."	native alphabet of the Korean language	wikipedia
Hangul	hangul			wordnet
Hanja	hanja	"Hanja nt͈ɕa]) is the Korean name for an old writing system consisting mainly of Traditional Chinese characters in China) that was incorporated and used since the Gojoseon period . More specifically, it refers to the Traditional Chinese characters incorporated into the Korean language with Korean pronunciation. Hanja-eo refers to words that can be written with Hanja, and hanmun refers to Classical Chinese writing. Although ""Hanja"" is sometimes also used loosely to encompass these concepts. Because Hanja never underwent major reform, they are almost entirely identical to traditional Chinese and kyūjitai characters, though the stroke orders for some characters are slightly different. For example, the characters 教 and 研 are written as 敎 and 硏. Only a small number of Hanja characters are modified or unique to Korean. By contrast, many of the Chinese characters currently in use in Japan and Mainland China have been simplified, and contain fewer strokes than the corresponding Hanja characters. According to the Standard Korean Language Dictionary , published by the National Institute of Korean Language , out of the approximately 510,000 words in the Korean Language, 290,000 words were Hanja-eo. Although a phonetic Korean alphabet, now known as Chosŏn'gŭl or Hangul, had been created by Sejong the Great, it did not come into widespread official use until the late 19th and early 20th century. Thus, until that time it was necessary to be fluent in reading and writing Hanja to be literate in Korean, as the vast majority of Korean literature and most documents were written in Literary Chinese using Hanja as its primary script. Today, a good working knowledge of Chinese characters is still important for anyone who wishes to study older texts , or anyone who wishes to read scholarly texts in the humanities. Learning a certain number of Hanja is very helpful for understanding the etymology of Sino-Korean words and for enlarging one's Korean vocabulary. Today, Hanja are not used to write native Korean words, which are always rendered in Hangul and even words of Chinese origin— Hanja-eo —are written with the Hangul alphabet most of the time, with the corresponding Chinese character often written next to it to prevent confusion with other characters or words with the same phonetics."	writing system that uses Korean characters of Chinese origin	wikipedia
Hanja	hanja			wordnet
Revised Romanization	revised romanization	"The Revised Romanization of Korean is the official Korean language romanization system in South Korea. It was developed by the National Academy of the Korean Language from 1995 and was released to the public on 7 July 2000 by South Korea's Ministry of Culture and Tourism in Proclamation No. 2000-8. The new system corrected problems in the McCune–Reischauer system, such as phenomena where different consonants and vowels became indistinguishable in the absence of special symbols. To be specific, under the McCune–Reischauer system, Korean consonants ""ㄱ, ㄷ, ㅂ and ㅈ"" and ""ㅋ, ㅌ, ㅍ and ㅊ"" became indistinguishable when the apostrophe was removed. In addition, Korean vowels ""어"" and ""오"" and ""으"" and ""우"" became indistinguishable when the breve was removed. Especially in internet use where omission of apostrophes and breves is common, this caused many Koreans as well as foreigners confusion. Hence, the revision of the Romanization of Korean was made with the belief that if the old system was left unrevised, it would continue to confuse people, both Koreans and foreigners."	the official Korean language romanization system in South Korea	wikipedia
Revised Romanization	revised	revise or reorganize, especially for the purpose of updating and improving	retool, revise	wordnet
Revised Romanization	romanization			wordnet
Revised Romanization	revise	A revise is a revising	NA	GenericsKB
Revised Romanization	romanization	Roman is a symbol	NA	GenericsKB
McCune-Reischauer	reischauer	Edwin Oldfather Reischauer was an American educator and professor at Harvard University. Born in Tokyo to American educational missionaries, he became a leading scholar of the history and culture of Japan and East Asia. Together with George M. McCune, a Korean scholar, in 1939 he developed the McCune–Reischauer romanization of the Korean language. Reischauer became involved in helping create US policy toward East Asia during and after World War II. President John F. Kennedy appointed Reischauer as the United States Ambassador to Japan, where he served . Reischauer founded the Japan Institute at Harvard University in 1973 and was its founding director. It was later named for him.	American diplomat	wikipedia
McCune-Reischauer	mccune			wordnet
McCune-Reischauer	reischauer			wordnet
Region	region	In geography, regions are areas that are broadly divided by physical characteristics , human impact characteristics , and the interaction of humanity and the environment . Geographic regions and sub-regions are mostly described by their imprecisely defined, and sometimes transitory boundaries, except in human geography, where jurisdiction areas such as national borders are defined in law. Apart from the global continental regions, there are also hydrospheric and atmospheric regions that cover the oceans, and discrete climates above the land and water masses of the planet. The land and water global regions are divided into subregions geographically bounded by large geological features that influence large-scale ecologies, such as plains and features. As a way of describing spatial areas, the concept of regions is important and widely used among the many branches of geography, each of which can describe areas in regional terms. For example, ecoregion is a term used in environmental geography, cultural region in cultural geography, bioregion in biogeography, and so on. The field of geography that studies regions themselves is called regional geography. In the fields of physical geography, ecology, biogeography, zoogeography, and environmental geography, regions tend to be based on natural features such as ecosystems or biotopes, biomes, drainage basins, natural regions, mountain ranges, soil types. Where human geography is concerned, the regions and subregions are described by the discipline of ethnography. A region has its own nature that could not be moved. The first nature is its natural environment . The second nature is its physical elements complex that were built by people in the past. The third nature is its socio-cultural context that could not be replaced by new immigrants.	2D or 3D defined space, mainly in terrestrial and astrophysics sciences	wikipedia
Region	region	the extended spatial location of something	region, part	wordnet
Region	region	a part of the body, especially around or near an organ.	NA	owlbot
Region	region	A region is a location	NA	GenericsKB
Districts	districts	"A district is a type of administrative division that, in some countries, is managed by local government. Across the world, areas known as ""districts"" vary greatly in size, spanning regions or counties, several municipalities, subdivisions of municipalities, school district, or political district."	type of administrative division, in some countries	wikipedia
Districts	districts	regulate housing in; of certain areas of towns	zone, district	wordnet
Districts	districts	an area of a country or city, especially one characterized by a particular feature or activity.	NA	owlbot
Districts	district	A district is a region	NA	GenericsKB
Type	type	Categorization is an activity that consists of putting things into categories based on their similarities or common criteria	cognitive process in which ideas and objects are recognized, differentiated, and understood	wikipedia
Type	type	(biology) the taxonomic group whose characteristics are used to define the next higher taxon	type	wordnet
Type	type	a person or thing exemplifying the ideal or defining characteristics of something.	NA	owlbot
Type	type	A type is a kind	NA	GenericsKB
Mayor	mayor	In many countries, a mayor is the highest-ranking official in a municipal government such as that of a city or a town. Worldwide, there is a wide variance in local laws and customs regarding the powers and responsibilities of a mayor as well as the means by which a mayor is elected or otherwise mandated. Depending on the system chosen, a mayor may be the chief executive officer of the municipal government, may simply chair a multi-member governing body with little or no independent power, or may play a solely ceremonial role. Options for selection of a mayor include direct election by the public, or selection by an elected governing council or board.	head of municipal government such as a town or city	wikipedia
Mayor	mayor	the head of a city government	mayor, city_manager	wordnet
Mayor	mayor	(in England, Wales, and Northern Ireland) the head of a town, borough, or county council, elected by council members and generally having purely ceremonial duties.	NA	owlbot
Mayor	mayor	A mayor is civil authority	NA	GenericsKB
Body	body	This is a list of automotive parts mostly for vehicles using internal combustion engines which are manufactured components of automobiles:	Wikimedia list article	wikipedia
Body	body	a collection of particulars considered as a system	body	wordnet
Body	body	(in pottery) a clay used for making the main part of ceramic ware, as distinct from a glaze.	NA	owlbot
Body	body	Bodies are an opportunity and a tool through which the inner soul can be discovered	NA	GenericsKB
Total	total	Cincom Systems, Inc	NA	wikipedia
Total	total	determine the sum of	total, tot, tot_up, sum, sum_up, summate, tote_up, add, add_together, tally, add_up	wordnet
Total	total	comprising the whole number or amount.	NA	owlbot
Total	total	A total is an unit	NA	GenericsKB
Density	density	"The density , of a substance is its mass per unit volume. The symbol most often used for density is ρ , although the Latin letter D can also be used. Mathematically, density is defined as mass divided by volume: ρ = m V {\displaystyle \rho ={\frac {m}{V}}} where ρ is the density, m is the mass, and V is the volume. In some cases , density is loosely defined as its weight per unit volume, although this is scientifically inaccurate – this quantity is more specifically called specific weight. For a pure substance the density has the same numerical value as its mass concentration. Different materials usually have different densities, and density may be relevant to buoyancy, purity and packaging. Osmium and iridium are the densest known elements at standard conditions for temperature and pressure. To simplify comparisons of density across different systems of units, it is sometimes replaced by the dimensionless quantity ""relative density"" or ""specific gravity"", i.e. the ratio of the density of the material to that of a standard material, usually water. Thus a relative density less than one means that the substance floats in water. The density of a material varies with temperature and pressure. This variation is typically small for solids and liquids but much greater for gases. Increasing the pressure on an object decreases the volume of the object and thus increases its density. Increasing the temperature of a substance decreases its density by increasing its volume. In most materials, heating the bottom of a fluid results in convection of the heat from the bottom to the top, due to the decrease in the density of the heated fluid. This causes it to rise relative to more dense unheated material. The reciprocal of the density of a substance is occasionally called its specific volume, a term sometimes used in thermodynamics. Density is an intensive property in that increasing the amount of a substance does not increase its density; rather it increases its mass."	mass per volume	wikipedia
Density	density	the amount per unit size	density, denseness	wordnet
Density	density	the quantity of people or things in a given area or space.	NA	owlbot
Density	density	Densities apply to gross developable acreage	NA	GenericsKB
